'Elapsed time','II','III','AVL','AVF','MCL1','ABP','PAP'
'32:59:34.632',-0.056,-,-,-,-,56.680,22.400
'32:59:34.640',-0.064,-,-,-,-,55.640,22.800
'32:59:34.648',-0.064,-,-,-,-,56.680,23.200
'32:59:34.656',-0.064,-,-,-,-,57.200,23.600
'32:59:34.664',-0.072,-,-,-,-,58.760,24.000
'32:59:34.672',-0.080,-,-,-,-,62.400,24.400
'32:59:34.680',-0.080,-,-,-,-,67.080,24.400
'32:59:34.688',-0.080,-,-,-,-,73.320,24.800
'32:59:34.696',-0.080,-,-,-,-,79.560,24.800
'32:59:34.704',-0.080,-,-,-,-,86.840,24.800
'32:59:34.712',-0.072,-,-,-,-,94.120,24.800
'32:59:34.720',-0.072,-,-,-,-,100.360,24.800
'32:59:34.728',-0.064,-,-,-,-,106.080,24.400
'32:59:34.736',-0.064,-,-,-,-,110.760,24.000
'32:59:34.744',-0.048,-,-,-,-,114.400,23.200
'32:59:34.752',-0.024,-,-,-,-,115.960,22.400
'32:59:34.760',-0.008,-,-,-,-,115.960,22.000
'32:59:34.768',0.008,-,-,-,-,114.920,21.200
'32:59:34.776',0.024,-,-,-,-,113.360,20.400
'32:59:34.784',0.032,-,-,-,-,110.760,19.200
'32:59:34.792',0.024,-,-,-,-,107.640,18.400
'32:59:34.800',0.024,-,-,-,-,104.520,17.200
'32:59:34.808',0.016,-,-,-,-,100.360,16.000
'32:59:34.816',0.008,-,-,-,-,96.720,14.800
'32:59:34.824',0.000,-,-,-,-,91.520,14.000
'32:59:34.832',0.008,-,-,-,-,87.880,13.200
'32:59:34.840',0.008,-,-,-,-,83.720,12.800
'32:59:34.848',0.008,-,-,-,-,79.040,12.400
'32:59:34.856',0.008,-,-,-,-,74.880,12.400
'32:59:34.864',0.008,-,-,-,-,70.720,12.000
'32:59:34.872',0.008,-,-,-,-,67.080,11.600
'32:59:34.880',0.008,-,-,-,-,63.960,10.800
'32:59:34.888',0.008,-,-,-,-,61.360,10.400
'32:59:34.896',0.000,-,-,-,-,59.800,10.000
'32:59:34.904',-0.008,-,-,-,-,58.240,9.200
'32:59:34.912',-0.008,-,-,-,-,58.240,8.800
'32:59:34.920',-0.016,-,-,-,-,57.200,8.400
'32:59:34.928',-0.032,-,-,-,-,58.240,8.000
'32:59:34.936',-0.048,-,-,-,-,58.240,7.600
'32:59:34.944',-0.064,-,-,-,-,58.760,7.200
'32:59:34.952',-0.080,-,-,-,-,59.800,6.800
'32:59:34.960',-0.096,-,-,-,-,61.360,6.800
'32:59:34.968',-0.112,-,-,-,-,62.400,6.400
'32:59:34.976',-0.104,-,-,-,-,63.960,6.400
'32:59:34.984',-0.080,-,-,-,-,65.520,6.800
'32:59:34.992',-0.064,-,-,-,-,66.040,6.800
'32:59:35.000',-0.040,-,-,-,-,67.080,6.800
'32:59:35.008',-0.008,-,-,-,-,67.600,7.200
'32:59:35.016',0.000,-,-,-,-,68.640,7.600
'32:59:35.024',0.016,-,-,-,-,69.160,8.000
'32:59:35.032',0.048,-,-,-,-,69.160,8.800
'32:59:35.040',0.072,-,-,-,-,69.160,9.200
'32:59:35.048',0.072,-,-,-,-,69.160,10.000
'32:59:35.056',0.072,-,-,-,-,69.160,10.800
'32:59:35.064',0.064,-,-,-,-,69.160,11.600
'32:59:35.072',0.040,-,-,-,-,68.640,12.400
'32:59:35.080',0.016,-,-,-,-,68.640,13.200
'32:59:35.088',-0.016,-,-,-,-,67.600,14.000
'32:59:35.096',-0.040,-,-,-,-,67.600,14.800
'32:59:35.104',-0.056,-,-,-,-,67.600,15.600
'32:59:35.112',-0.064,-,-,-,-,67.080,16.400
'32:59:35.120',-0.072,-,-,-,-,67.080,17.200
'32:59:35.128',-0.072,-,-,-,-,66.040,18.000
'32:59:35.136',-0.072,-,-,-,-,65.520,18.400
'32:59:35.144',-0.080,-,-,-,-,65.520,19.200
'32:59:35.152',-0.064,-,-,-,-,65.520,19.600
'32:59:35.160',0.056,-,-,-,-,65.520,20.400
'32:59:35.168',0.248,-,-,-,-,65.520,21.600
'32:59:35.176',0.312,-,-,-,-,65.520,22.400
'32:59:35.184',0.208,-,-,-,-,65.520,23.600
'32:59:35.192',0.120,-,-,-,-,64.480,24.400
'32:59:35.200',0.120,-,-,-,-,64.480,26.000
'32:59:35.208',0.120,-,-,-,-,64.480,27.200
'32:59:35.216',0.072,-,-,-,-,63.960,29.200
'32:59:35.224',0.024,-,-,-,-,63.960,30.400
'32:59:35.232',0.000,-,-,-,-,63.960,31.200
'32:59:35.240',-0.024,-,-,-,-,62.920,30.800
'32:59:35.248',-0.040,-,-,-,-,62.920,30.400
'32:59:35.256',-0.048,-,-,-,-,62.920,30.800
'32:59:35.264',-0.056,-,-,-,-,62.400,31.200
'32:59:35.272',-0.040,-,-,-,-,62.400,32.000
'32:59:35.280',-0.032,-,-,-,-,62.400,33.200
'32:59:35.288',-0.032,-,-,-,-,61.360,34.800
'32:59:35.296',-0.032,-,-,-,-,61.360,36.400
'32:59:35.304',-0.032,-,-,-,-,62.400,38.000
'32:59:35.312',-0.016,-,-,-,-,62.920,39.600
'32:59:35.320',-0.008,-,-,-,-,64.480,41.200
'32:59:35.328',-0.016,-,-,-,-,67.080,42.800
'32:59:35.336',-0.024,-,-,-,-,70.200,44.000
'32:59:35.344',-0.016,-,-,-,-,74.880,45.200
'32:59:35.352',0.000,-,-,-,-,80.600,46.000
'32:59:35.360',-0.008,-,-,-,-,86.320,47.200
'32:59:35.368',-0.008,-,-,-,-,92.560,48.000
'32:59:35.376',-0.008,-,-,-,-,98.280,48.400
'32:59:35.384',0.008,-,-,-,-,102.960,49.200
'32:59:35.392',0.024,-,-,-,-,107.120,49.600
'32:59:35.400',0.032,-,-,-,-,110.240,50.000
'32:59:35.408',0.048,-,-,-,-,111.800,50.000
'32:59:35.416',0.056,-,-,-,-,111.800,50.000
'32:59:35.424',0.064,-,-,-,-,111.800,50.000
'32:59:35.432',0.048,-,-,-,-,110.240,49.600
'32:59:35.440',0.024,-,-,-,-,107.640,49.200
'32:59:35.448',0.016,-,-,-,-,104.520,48.800
'32:59:35.456',0.008,-,-,-,-,101.400,48.400
'32:59:35.464',-0.008,-,-,-,-,97.240,47.600
'32:59:35.472',-0.016,-,-,-,-,92.560,46.800
'32:59:35.480',-0.016,-,-,-,-,88.400,46.000
'32:59:35.488',-0.008,-,-,-,-,84.760,45.200
'32:59:35.496',-0.008,-,-,-,-,79.560,44.400
'32:59:35.504',-0.016,-,-,-,-,75.920,43.200
'32:59:35.512',-0.024,-,-,-,-,72.800,42.000
'32:59:35.520',-0.024,-,-,-,-,69.160,40.800
'32:59:35.528',-0.024,-,-,-,-,66.040,40.000
'32:59:35.536',-0.016,-,-,-,-,64.480,39.200
'32:59:35.544',-0.024,-,-,-,-,63.960,38.800
'32:59:35.552',-0.032,-,-,-,-,62.920,38.400
'32:59:35.560',-0.048,-,-,-,-,62.920,38.400
'32:59:35.568',-0.040,-,-,-,-,62.920,38.000
'32:59:35.576',-0.024,-,-,-,-,64.480,38.000
'32:59:35.584',-0.016,-,-,-,-,65.520,38.000
'32:59:35.592',-0.032,-,-,-,-,67.080,38.000
'32:59:35.600',-0.040,-,-,-,-,68.640,38.000
'32:59:35.608',-0.032,-,-,-,-,70.200,38.000
'32:59:35.616',-0.024,-,-,-,-,71.760,38.400
'32:59:35.624',-0.024,-,-,-,-,73.320,38.400
'32:59:35.632',-0.040,-,-,-,-,74.880,38.400
'32:59:35.640',-0.040,-,-,-,-,75.920,38.400
'32:59:35.648',-0.040,-,-,-,-,76.440,38.000
'32:59:35.656',-0.040,-,-,-,-,77.480,38.000
'32:59:35.664',-0.032,-,-,-,-,78.000,37.600
'32:59:35.672',-0.024,-,-,-,-,78.000,37.600
'32:59:35.680',-0.024,-,-,-,-,78.000,37.600
'32:59:35.688',-0.024,-,-,-,-,78.000,37.200
'32:59:35.696',-0.016,-,-,-,-,78.000,37.200
'32:59:35.704',0.000,-,-,-,-,78.000,37.200
'32:59:35.712',0.024,-,-,-,-,77.480,37.200
'32:59:35.720',0.032,-,-,-,-,77.480,37.200
'32:59:35.728',0.024,-,-,-,-,76.440,37.600
'32:59:35.736',0.008,-,-,-,-,75.920,37.600
'32:59:35.744',0.000,-,-,-,-,74.880,37.600
'32:59:35.752',-0.008,-,-,-,-,74.880,38.000
'32:59:35.760',-0.032,-,-,-,-,74.360,38.000
'32:59:35.768',-0.048,-,-,-,-,73.320,37.600
'32:59:35.776',-0.064,-,-,-,-,72.800,37.600
'32:59:35.784',-0.072,-,-,-,-,71.760,37.600
'32:59:35.792',-0.072,-,-,-,-,71.760,37.600
'32:59:35.800',-0.080,-,-,-,-,70.720,37.600
'32:59:35.808',-0.088,-,-,-,-,70.720,37.600
'32:59:35.816',-0.080,-,-,-,-,70.720,37.600
'32:59:35.824',-0.080,-,-,-,-,70.720,37.600
'32:59:35.832',-0.048,-,-,-,-,70.200,37.200
'32:59:35.840',0.104,-,-,-,-,70.200,37.200
'32:59:35.848',0.312,-,-,-,-,70.200,36.800
'32:59:35.856',0.368,-,-,-,-,70.200,36.800
'32:59:35.864',0.208,-,-,-,-,70.200,36.400
'32:59:35.872',0.104,-,-,-,-,70.200,36.400
'32:59:35.880',0.104,-,-,-,-,70.200,36.400
'32:59:35.888',0.112,-,-,-,-,70.200,36.400
'32:59:35.896',0.048,-,-,-,-,70.200,36.400
'32:59:35.904',0.000,-,-,-,-,69.160,36.800
'32:59:35.912',-0.016,-,-,-,-,69.160,37.200
'32:59:35.920',-0.032,-,-,-,-,69.160,38.000
'32:59:35.928',-0.040,-,-,-,-,68.640,38.400
'32:59:35.936',-0.048,-,-,-,-,68.640,39.200
'32:59:35.944',-0.048,-,-,-,-,67.600,40.000
'32:59:35.952',-0.048,-,-,-,-,67.600,40.800
'32:59:35.960',-0.040,-,-,-,-,67.600,42.000
'32:59:35.968',-0.032,-,-,-,-,68.640,43.200
'32:59:35.976',-0.032,-,-,-,-,70.200,44.400
'32:59:35.984',-0.040,-,-,-,-,72.800,45.200
'32:59:35.992',-0.048,-,-,-,-,77.480,46.400
'32:59:36.000',-0.048,-,-,-,-,83.200,47.600
'32:59:36.008',-0.040,-,-,-,-,89.960,48.400
'32:59:36.016',-0.016,-,-,-,-,97.240,49.200
'32:59:36.024',-0.008,-,-,-,-,105.560,50.000
'32:59:36.032',-0.008,-,-,-,-,112.320,50.800
'32:59:36.040',-0.016,-,-,-,-,119.080,51.200
'32:59:36.048',-0.016,-,-,-,-,123.760,51.600
'32:59:36.056',-0.016,-,-,-,-,126.880,52.000
'32:59:36.064',-0.016,-,-,-,-,129.480,52.000
'32:59:36.072',0.000,-,-,-,-,130.000,52.000
'32:59:36.080',0.016,-,-,-,-,130.000,52.400
'32:59:36.088',0.040,-,-,-,-,129.480,52.000
'32:59:36.096',0.056,-,-,-,-,127.920,52.000
'32:59:36.104',0.040,-,-,-,-,125.320,51.600
'32:59:36.112',0.032,-,-,-,-,122.720,51.600
'32:59:36.120',0.048,-,-,-,-,119.600,50.800
'32:59:36.128',0.056,-,-,-,-,116.480,50.400
'32:59:36.136',0.032,-,-,-,-,112.320,49.600
'32:59:36.144',0.016,-,-,-,-,108.680,48.800
'32:59:36.152',0.008,-,-,-,-,105.560,48.000
'32:59:36.160',0.000,-,-,-,-,101.400,47.200
'32:59:36.168',-0.008,-,-,-,-,98.280,46.000
'32:59:36.176',-0.016,-,-,-,-,94.120,45.200
'32:59:36.184',-0.016,-,-,-,-,89.960,44.400
'32:59:36.192',-0.016,-,-,-,-,86.840,44.400
'32:59:36.200',-0.024,-,-,-,-,83.720,44.000
'32:59:36.208',-0.024,-,-,-,-,81.120,44.000
'32:59:36.216',-0.016,-,-,-,-,79.560,43.600
'32:59:36.224',-0.016,-,-,-,-,78.000,43.200
'32:59:36.232',-0.008,-,-,-,-,77.480,43.200
'32:59:36.240',0.000,-,-,-,-,77.480,43.200
'32:59:36.248',0.000,-,-,-,-,77.480,42.800
'32:59:36.256',0.000,-,-,-,-,78.000,42.800
'32:59:36.264',0.000,-,-,-,-,79.040,42.400
'32:59:36.272',0.000,-,-,-,-,80.600,42.400
'32:59:36.280',0.000,-,-,-,-,81.120,42.000
'32:59:36.288',-0.008,-,-,-,-,83.200,41.600
'32:59:36.296',-0.008,-,-,-,-,83.720,41.200
'32:59:36.304',-0.016,-,-,-,-,84.760,40.800
'32:59:36.312',-0.024,-,-,-,-,86.320,40.400
'32:59:36.320',-0.032,-,-,-,-,86.320,40.000
'32:59:36.328',-0.032,-,-,-,-,86.840,39.600
'32:59:36.336',-0.032,-,-,-,-,86.840,38.800
'32:59:36.344',-0.024,-,-,-,-,86.320,38.400
'32:59:36.352',-0.024,-,-,-,-,86.320,38.000
'32:59:36.360',-0.008,-,-,-,-,85.280,37.600
'32:59:36.368',0.008,-,-,-,-,84.760,36.800
'32:59:36.376',0.032,-,-,-,-,83.720,36.400
'32:59:36.384',0.040,-,-,-,-,82.160,36.000
'32:59:36.392',0.032,-,-,-,-,81.120,35.600
'32:59:36.400',0.024,-,-,-,-,80.600,35.200
'32:59:36.408',0.016,-,-,-,-,79.040,34.400
'32:59:36.416',0.008,-,-,-,-,77.480,33.600
'32:59:36.424',-0.008,-,-,-,-,76.440,32.400
'32:59:36.432',-0.032,-,-,-,-,74.880,31.200
'32:59:36.440',-0.040,-,-,-,-,73.320,30.000
'32:59:36.448',-0.048,-,-,-,-,72.800,28.800
'32:59:36.456',-0.040,-,-,-,-,70.720,27.600
'32:59:36.464',-0.032,-,-,-,-,69.160,26.400
'32:59:36.472',-0.024,-,-,-,-,68.640,24.800
'32:59:36.480',-0.024,-,-,-,-,67.080,23.600
'32:59:36.488',-0.024,-,-,-,-,66.040,22.000
'32:59:36.496',0.016,-,-,-,-,64.480,20.800
'32:59:36.504',0.168,-,-,-,-,63.960,19.600
'32:59:36.512',0.352,-,-,-,-,62.920,18.400
'32:59:36.520',0.376,-,-,-,-,62.400,17.600
'32:59:36.528',0.176,-,-,-,-,61.360,16.400
'32:59:36.536',0.096,-,-,-,-,60.320,15.600
'32:59:36.544',0.096,-,-,-,-,59.800,14.800
'32:59:36.552',0.072,-,-,-,-,59.800,14.400
'32:59:36.560',0.008,-,-,-,-,58.760,14.000
'32:59:36.568',-0.048,-,-,-,-,58.240,14.000
'32:59:36.576',-0.072,-,-,-,-,57.200,14.000
'32:59:36.584',-0.080,-,-,-,-,57.200,14.000
'32:59:36.592',-0.088,-,-,-,-,56.680,14.000
'32:59:36.600',-0.096,-,-,-,-,55.640,14.000
'32:59:36.608',-0.096,-,-,-,-,55.120,14.400
'32:59:36.616',-0.096,-,-,-,-,55.120,14.800
'32:59:36.624',-0.104,-,-,-,-,55.120,15.600
'32:59:36.632',-0.104,-,-,-,-,55.120,16.400
'32:59:36.640',-0.104,-,-,-,-,55.120,17.200
'32:59:36.648',-0.104,-,-,-,-,55.640,18.000
'32:59:36.656',-0.096,-,-,-,-,56.680,18.400
'32:59:36.664',-0.088,-,-,-,-,58.760,18.800
'32:59:36.672',-0.072,-,-,-,-,62.920,19.200
'32:59:36.680',-0.056,-,-,-,-,67.600,19.600
'32:59:36.688',-0.032,-,-,-,-,73.320,19.600
'32:59:36.696',0.000,-,-,-,-,79.560,19.600
'32:59:36.704',0.024,-,-,-,-,86.840,19.600
'32:59:36.712',0.024,-,-,-,-,94.120,19.200
'32:59:36.720',0.032,-,-,-,-,100.360,19.200
'32:59:36.728',0.048,-,-,-,-,106.080,19.200
'32:59:36.736',0.056,-,-,-,-,110.240,18.800
'32:59:36.744',0.064,-,-,-,-,112.320,18.800
'32:59:36.752',0.080,-,-,-,-,114.400,18.400
'32:59:36.760',0.088,-,-,-,-,114.400,18.000
'32:59:36.768',0.088,-,-,-,-,113.360,17.600
'32:59:36.776',0.080,-,-,-,-,111.800,16.800
'32:59:36.784',0.064,-,-,-,-,108.680,16.000
'32:59:36.792',0.040,-,-,-,-,105.560,14.800
'32:59:36.800',0.016,-,-,-,-,101.920,13.600
'32:59:36.808',0.008,-,-,-,-,98.280,12.400
'32:59:36.816',0.008,-,-,-,-,94.120,11.600
'32:59:36.824',0.008,-,-,-,-,89.960,10.800
'32:59:36.832',0.008,-,-,-,-,86.320,10.000
'32:59:36.840',0.024,-,-,-,-,82.160,10.000
'32:59:36.848',0.048,-,-,-,-,77.480,10.000
'32:59:36.856',0.064,-,-,-,-,73.320,10.400
'32:59:36.864',0.072,-,-,-,-,68.640,10.000
'32:59:36.872',0.080,-,-,-,-,64.480,9.600
'32:59:36.880',0.056,-,-,-,-,61.360,9.200
'32:59:36.888',0.024,-,-,-,-,58.760,8.800
'32:59:36.896',-0.008,-,-,-,-,57.200,8.800
'32:59:36.904',-0.016,-,-,-,-,56.680,8.800
'32:59:36.912',-0.024,-,-,-,-,56.680,8.400
'32:59:36.920',-0.032,-,-,-,-,56.680,8.400
'32:59:36.928',-0.040,-,-,-,-,57.200,8.400
'32:59:36.936',-0.056,-,-,-,-,58.240,8.800
'32:59:36.944',-0.064,-,-,-,-,59.800,8.800
'32:59:36.952',-0.072,-,-,-,-,61.360,9.200
'32:59:36.960',-0.072,-,-,-,-,62.920,9.600
'32:59:36.968',-0.072,-,-,-,-,64.480,10.000
'32:59:36.976',-0.072,-,-,-,-,67.080,10.800
'32:59:36.984',-0.072,-,-,-,-,68.640,11.600
'32:59:36.992',-0.064,-,-,-,-,69.160,12.400
'32:59:37.000',-0.056,-,-,-,-,70.200,13.200
'32:59:37.008',-0.040,-,-,-,-,70.720,14.000
'32:59:37.016',-0.032,-,-,-,-,71.760,14.800
'32:59:37.024',-0.016,-,-,-,-,72.800,15.600
'32:59:37.032',0.000,-,-,-,-,72.800,16.400
'32:59:37.040',0.008,-,-,-,-,72.800,17.200
'32:59:37.048',0.000,-,-,-,-,72.800,18.000
'32:59:37.056',-0.008,-,-,-,-,72.800,18.800
'32:59:37.064',-0.032,-,-,-,-,71.760,19.600
'32:59:37.072',-0.064,-,-,-,-,70.720,20.400
'32:59:37.080',-0.096,-,-,-,-,70.200,20.800
