'Elapsed time','II','III','AVR','V','MCL1','ABP','PAP'
'96:42:25.088',0.000,-,-,-,-,49.600,17.200
'96:42:25.096',-0.024,-,-,-,-,48.800,17.200
'96:42:25.104',-0.264,-,-,-,-,48.800,17.200
'96:42:25.112',0.024,-,-,-,-,48.000,16.800
'96:42:25.120',0.000,-,-,-,-,48.000,16.000
'96:42:25.128',0.000,-,-,-,-,48.000,15.600
'96:42:25.136',0.024,-,-,-,-,47.200,15.200
'96:42:25.144',0.072,-,-,-,-,47.200,14.400
'96:42:25.152',0.120,-,-,-,-,46.400,14.000
'96:42:25.160',0.176,-,-,-,-,46.400,13.200
'96:42:25.168',0.192,-,-,-,-,46.400,12.800
'96:42:25.176',-0.120,-,-,-,-,46.400,12.000
'96:42:25.184',-0.264,-,-,-,-,46.400,11.600
'96:42:25.192',-0.312,-,-,-,-,46.400,11.600
'96:42:25.200',-0.304,-,-,-,-,46.400,12.400
'96:42:25.208',-0.288,-,-,-,-,46.400,13.600
'96:42:25.216',-0.240,-,-,-,-,46.400,16.000
'96:42:25.224',-0.176,-,-,-,-,45.600,19.200
'96:42:25.232',-0.128,-,-,-,-,45.600,22.400
'96:42:25.240',-0.104,-,-,-,-,45.600,26.000
'96:42:25.248',-0.048,-,-,-,-,44.800,28.400
'96:42:25.256',-0.024,-,-,-,-,44.800,29.600
'96:42:25.264',0.000,-,-,-,-,44.800,30.000
'96:42:25.272',0.000,-,-,-,-,44.800,30.000
'96:42:25.280',0.000,-,-,-,-,44.800,30.000
'96:42:25.288',0.008,-,-,-,-,44.800,30.800
'96:42:25.296',0.000,-,-,-,-,44.800,31.600
'96:42:25.304',0.032,-,-,-,-,44.800,33.200
'96:42:25.312',0.032,-,-,-,-,45.600,34.800
'96:42:25.320',0.048,-,-,-,-,47.200,36.400
'96:42:25.328',0.048,-,-,-,-,49.600,37.600
'96:42:25.336',0.056,-,-,-,-,54.400,38.800
'96:42:25.344',0.048,-,-,-,-,60.000,39.200
'96:42:25.352',0.072,-,-,-,-,65.600,39.600
'96:42:25.360',0.080,-,-,-,-,72.800,39.600
'96:42:25.368',0.080,-,-,-,-,79.200,39.200
'96:42:25.376',0.080,-,-,-,-,85.600,38.800
'96:42:25.384',0.080,-,-,-,-,91.200,38.400
'96:42:25.392',0.096,-,-,-,-,95.200,38.000
'96:42:25.400',0.080,-,-,-,-,98.400,37.600
'96:42:25.408',0.072,-,-,-,-,100.800,36.800
'96:42:25.416',0.080,-,-,-,-,101.600,36.400
'96:42:25.424',0.072,-,-,-,-,100.800,36.000
'96:42:25.432',0.056,-,-,-,-,100.800,35.600
'96:42:25.440',0.072,-,-,-,-,99.200,35.200
'96:42:25.448',0.048,-,-,-,-,98.400,34.400
'96:42:25.456',0.048,-,-,-,-,96.800,34.000
'96:42:25.464',0.048,-,-,-,-,95.200,33.200
'96:42:25.472',0.024,-,-,-,-,93.600,32.000
'96:42:25.480',0.000,-,-,-,-,92.000,30.400
'96:42:25.488',0.000,-,-,-,-,89.600,28.800
'96:42:25.496',0.000,-,-,-,-,88.000,27.200
'96:42:25.504',0.000,-,-,-,-,85.600,25.600
'96:42:25.512',0.000,-,-,-,-,82.400,24.800
'96:42:25.520',0.000,-,-,-,-,80.000,24.400
'96:42:25.528',-0.024,-,-,-,-,76.800,24.000
'96:42:25.536',-0.024,-,-,-,-,73.600,23.600
'96:42:25.544',-0.024,-,-,-,-,70.400,23.200
'96:42:25.552',-0.008,-,-,-,-,66.400,23.200
'96:42:25.560',-0.024,-,-,-,-,63.200,23.600
'96:42:25.568',-0.008,-,-,-,-,60.800,24.400
'96:42:25.576',-0.024,-,-,-,-,58.400,25.600
'96:42:25.584',-0.024,-,-,-,-,56.800,26.400
'96:42:25.592',-0.024,-,-,-,-,55.200,27.200
'96:42:25.600',-0.024,-,-,-,-,55.200,28.000
'96:42:25.608',-0.008,-,-,-,-,55.200,28.000
'96:42:25.616',-0.024,-,-,-,-,55.200,27.600
'96:42:25.624',-0.024,-,-,-,-,56.000,27.200
'96:42:25.632',-0.008,-,-,-,-,56.800,26.000
'96:42:25.640',-0.024,-,-,-,-,56.800,24.800
'96:42:25.648',-0.008,-,-,-,-,57.600,22.800
'96:42:25.656',-0.024,-,-,-,-,57.600,21.200
'96:42:25.664',-0.008,-,-,-,-,57.600,19.600
'96:42:25.672',-0.024,-,-,-,-,58.400,18.000
'96:42:25.680',0.000,-,-,-,-,58.400,16.800
'96:42:25.688',0.000,-,-,-,-,58.400,16.400
'96:42:25.696',-0.024,-,-,-,-,58.400,16.400
'96:42:25.704',0.000,-,-,-,-,58.400,16.400
'96:42:25.712',-0.008,-,-,-,-,58.400,16.800
'96:42:25.720',-0.024,-,-,-,-,58.400,17.200
'96:42:25.728',0.000,-,-,-,-,58.400,17.600
'96:42:25.736',-0.008,-,-,-,-,57.600,17.600
'96:42:25.744',0.000,-,-,-,-,57.600,17.200
'96:42:25.752',0.000,-,-,-,-,56.800,16.800
'96:42:25.760',-0.008,-,-,-,-,56.000,16.400
'96:42:25.768',0.000,-,-,-,-,56.000,15.600
'96:42:25.776',-0.008,-,-,-,-,55.200,15.200
'96:42:25.784',0.000,-,-,-,-,55.200,15.200
'96:42:25.792',0.000,-,-,-,-,54.400,14.800
'96:42:25.800',0.000,-,-,-,-,54.400,14.400
'96:42:25.808',0.000,-,-,-,-,54.400,14.000
'96:42:25.816',0.000,-,-,-,-,54.400,13.600
'96:42:25.824',0.000,-,-,-,-,53.600,13.600
'96:42:25.832',0.000,-,-,-,-,53.600,13.200
'96:42:25.840',0.000,-,-,-,-,52.800,12.800
'96:42:25.848',0.000,-,-,-,-,52.000,12.400
'96:42:25.856',0.000,-,-,-,-,52.000,12.400
'96:42:25.864',0.000,-,-,-,-,51.200,12.400
'96:42:25.872',0.000,-,-,-,-,50.400,12.800
'96:42:25.880',0.000,-,-,-,-,50.400,12.800
'96:42:25.888',0.000,-,-,-,-,49.600,12.800
'96:42:25.896',-0.008,-,-,-,-,48.800,12.800
'96:42:25.904',0.000,-,-,-,-,48.800,12.400
'96:42:25.912',-0.008,-,-,-,-,48.000,12.400
'96:42:25.920',0.000,-,-,-,-,48.000,12.400
'96:42:25.928',0.000,-,-,-,-,48.000,12.400
'96:42:25.936',0.000,-,-,-,-,47.200,12.800
'96:42:25.944',0.000,-,-,-,-,47.200,13.200
'96:42:25.952',0.000,-,-,-,-,47.200,14.000
'96:42:25.960',-0.192,-,-,-,-,46.400,14.800
'96:42:25.968',0.048,-,-,-,-,46.400,15.600
'96:42:25.976',0.008,-,-,-,-,46.400,16.400
'96:42:25.984',0.000,-,-,-,-,46.400,16.800
'96:42:25.992',-0.008,-,-,-,-,46.400,16.800
'96:42:26.000',0.000,-,-,-,-,46.400,17.200
'96:42:26.008',-0.056,-,-,-,-,46.400,16.800
'96:42:26.016',-0.072,-,-,-,-,46.400,16.800
'96:42:26.024',-0.048,-,-,-,-,45.600,16.400
'96:42:26.032',-0.032,-,-,-,-,45.600,16.000
'96:42:26.040',0.000,-,-,-,-,45.600,16.000
'96:42:26.048',-0.008,-,-,-,-,45.600,15.600
'96:42:26.056',0.216,-,-,-,-,45.600,16.000
'96:42:26.064',0.224,-,-,-,-,45.600,16.400
'96:42:26.072',-0.032,-,-,-,-,45.600,16.800
'96:42:26.080',-0.152,-,-,-,-,45.600,18.000
'96:42:26.088',-0.264,-,-,-,-,45.600,19.200
'96:42:26.096',-0.288,-,-,-,-,45.600,21.200
'96:42:26.104',-0.240,-,-,-,-,44.800,23.600
'96:42:26.112',-0.200,-,-,-,-,44.800,26.400
'96:42:26.120',-0.152,-,-,-,-,44.800,29.600
'96:42:26.128',-0.128,-,-,-,-,44.800,32.800
'96:42:26.136',-0.072,-,-,-,-,44.800,35.200
'96:42:26.144',-0.024,-,-,-,-,44.800,36.400
'96:42:26.152',0.000,-,-,-,-,44.800,36.400
'96:42:26.160',0.024,-,-,-,-,44.800,35.600
'96:42:26.168',0.032,-,-,-,-,44.800,34.400
'96:42:26.176',0.032,-,-,-,-,44.800,33.200
'96:42:26.184',0.048,-,-,-,-,44.800,33.200
'96:42:26.192',0.048,-,-,-,-,44.800,34.400
'96:42:26.200',0.048,-,-,-,-,45.600,37.200
'96:42:26.208',0.056,-,-,-,-,46.400,40.800
'96:42:26.216',0.072,-,-,-,-,48.800,44.400
'96:42:26.224',0.072,-,-,-,-,51.200,47.600
'96:42:26.232',0.072,-,-,-,-,56.000,50.400
'96:42:26.240',0.072,-,-,-,-,61.600,52.000
'96:42:26.248',0.080,-,-,-,-,68.000,52.800
'96:42:26.256',0.072,-,-,-,-,75.200,53.200
'96:42:26.264',0.096,-,-,-,-,81.600,52.800
'96:42:26.272',0.080,-,-,-,-,88.000,52.400
'96:42:26.280',0.072,-,-,-,-,93.600,51.200
'96:42:26.288',0.080,-,-,-,-,97.600,50.000
'96:42:26.296',0.072,-,-,-,-,100.800,48.800
'96:42:26.304',0.072,-,-,-,-,102.400,48.000
'96:42:26.312',0.048,-,-,-,-,103.200,47.200
'96:42:26.320',0.072,-,-,-,-,103.200,46.400
'96:42:26.328',0.048,-,-,-,-,103.200,46.000
'96:42:26.336',0.048,-,-,-,-,102.400,45.600
'96:42:26.344',0.032,-,-,-,-,101.600,45.200
'96:42:26.352',0.048,-,-,-,-,100.000,44.800
'96:42:26.360',0.024,-,-,-,-,99.200,44.000
'96:42:26.368',0.024,-,-,-,-,97.600,43.200
'96:42:26.376',0.000,-,-,-,-,95.200,42.000
'96:42:26.384',0.000,-,-,-,-,93.600,40.000
'96:42:26.392',0.000,-,-,-,-,91.200,38.800
'96:42:26.400',0.000,-,-,-,-,88.800,38.000
'96:42:26.408',0.000,-,-,-,-,86.400,37.600
'96:42:26.416',0.000,-,-,-,-,84.000,37.600
'96:42:26.424',0.000,-,-,-,-,80.800,38.000
'96:42:26.432',-0.008,-,-,-,-,77.600,38.000
'96:42:26.440',0.000,-,-,-,-,74.400,38.400
'96:42:26.448',-0.008,-,-,-,-,71.200,38.800
'96:42:26.456',0.000,-,-,-,-,68.000,39.200
'96:42:26.464',0.000,-,-,-,-,64.800,39.600
'96:42:26.472',-0.008,-,-,-,-,62.400,40.000
'96:42:26.480',-0.024,-,-,-,-,60.000,40.000
'96:42:26.488',-0.008,-,-,-,-,58.400,40.000
'96:42:26.496',-0.024,-,-,-,-,57.600,40.000
'96:42:26.504',0.000,-,-,-,-,56.800,39.600
'96:42:26.512',-0.008,-,-,-,-,56.800,38.800
'96:42:26.520',0.000,-,-,-,-,56.800,37.600
'96:42:26.528',-0.008,-,-,-,-,57.600,36.400
'96:42:26.536',0.000,-,-,-,-,57.600,34.800
'96:42:26.544',0.000,-,-,-,-,58.400,33.200
'96:42:26.552',0.000,-,-,-,-,59.200,31.600
'96:42:26.560',-0.008,-,-,-,-,59.200,30.400
'96:42:26.568',0.000,-,-,-,-,60.000,28.800
'96:42:26.576',-0.008,-,-,-,-,60.000,28.000
'96:42:26.584',0.000,-,-,-,-,60.000,27.200
'96:42:26.592',-0.008,-,-,-,-,60.000,27.200
'96:42:26.600',0.000,-,-,-,-,60.000,26.800
'96:42:26.608',0.000,-,-,-,-,60.000,26.800
'96:42:26.616',-0.008,-,-,-,-,60.000,26.800
'96:42:26.624',0.000,-,-,-,-,60.000,26.800
'96:42:26.632',-0.008,-,-,-,-,60.000,26.800
'96:42:26.640',0.000,-,-,-,-,60.000,26.800
'96:42:26.648',0.000,-,-,-,-,60.000,26.800
'96:42:26.656',0.000,-,-,-,-,59.200,26.400
'96:42:26.664',0.000,-,-,-,-,58.400,26.000
'96:42:26.672',0.000,-,-,-,-,58.400,25.600
'96:42:26.680',0.000,-,-,-,-,57.600,25.200
'96:42:26.688',0.000,-,-,-,-,56.800,24.400
'96:42:26.696',0.000,-,-,-,-,56.800,24.000
'96:42:26.704',0.000,-,-,-,-,56.000,23.200
'96:42:26.712',-0.008,-,-,-,-,56.000,22.800
'96:42:26.720',0.000,-,-,-,-,55.200,22.000
'96:42:26.728',0.000,-,-,-,-,55.200,21.600
'96:42:26.736',0.000,-,-,-,-,54.400,21.200
'96:42:26.744',0.000,-,-,-,-,54.400,21.200
'96:42:26.752',0.000,-,-,-,-,53.600,21.200
'96:42:26.760',0.000,-,-,-,-,53.600,21.200
'96:42:26.768',0.000,-,-,-,-,52.800,21.200
'96:42:26.776',0.000,-,-,-,-,52.800,21.200
'96:42:26.784',0.000,-,-,-,-,52.000,21.600
'96:42:26.792',0.000,-,-,-,-,52.000,21.600
'96:42:26.800',0.000,-,-,-,-,52.000,21.600
'96:42:26.808',0.000,-,-,-,-,51.200,21.600
'96:42:26.816',-0.240,-,-,-,-,51.200,21.600
'96:42:26.824',0.048,-,-,-,-,50.400,21.600
'96:42:26.832',0.008,-,-,-,-,50.400,21.600
'96:42:26.840',0.000,-,-,-,-,50.400,21.200
'96:42:26.848',0.000,-,-,-,-,49.600,21.200
'96:42:26.856',-0.024,-,-,-,-,49.600,20.800
'96:42:26.864',-0.048,-,-,-,-,49.600,20.800
'96:42:26.872',-0.056,-,-,-,-,49.600,20.400
'96:42:26.880',-0.056,-,-,-,-,49.600,20.400
'96:42:26.888',-0.056,-,-,-,-,49.600,20.000
'96:42:26.896',-0.104,-,-,-,-,48.800,19.600
'96:42:26.904',-0.104,-,-,-,-,48.800,19.600
'96:42:26.912',-0.080,-,-,-,-,48.800,19.200
'96:42:26.920',-0.104,-,-,-,-,48.800,18.800
'96:42:26.928',-0.104,-,-,-,-,48.800,18.400
'96:42:26.936',-0.168,-,-,-,-,48.800,18.000
'96:42:26.944',-0.264,-,-,-,-,48.000,17.600
'96:42:26.952',-0.280,-,-,-,-,48.000,17.600
'96:42:26.960',-0.264,-,-,-,-,48.000,18.000
'96:42:26.968',-0.216,-,-,-,-,47.200,19.600
'96:42:26.976',-0.176,-,-,-,-,47.200,21.600
'96:42:26.984',-0.128,-,-,-,-,47.200,24.800
'96:42:26.992',-0.120,-,-,-,-,47.200,27.600
'96:42:27.000',-0.128,-,-,-,-,47.200,29.600
'96:42:27.008',-0.096,-,-,-,-,46.400,31.200
'96:42:27.016',-0.056,-,-,-,-,46.400,31.600
'96:42:27.024',-0.032,-,-,-,-,46.400,32.400
'96:42:27.032',0.000,-,-,-,-,46.400,33.600
'96:42:27.040',0.048,-,-,-,-,46.400,35.200
'96:42:27.048',0.072,-,-,-,-,46.400,36.800
'96:42:27.056',0.104,-,-,-,-,46.400,38.800
'96:42:27.064',0.120,-,-,-,-,46.400,41.200
'96:42:27.072',0.128,-,-,-,-,46.400,43.200
'96:42:27.080',0.128,-,-,-,-,46.400,45.600
'96:42:27.088',0.144,-,-,-,-,46.400,47.200
'96:42:27.096',0.152,-,-,-,-,47.200,48.800
'96:42:27.104',0.152,-,-,-,-,48.800,49.600
'96:42:27.112',0.168,-,-,-,-,51.200,50.000
'96:42:27.120',0.168,-,-,-,-,55.200,50.000
'96:42:27.128',0.152,-,-,-,-,60.000,49.600
'96:42:27.136',0.168,-,-,-,-,65.600,48.800
'96:42:27.144',0.152,-,-,-,-,72.000,48.000
'96:42:27.152',0.168,-,-,-,-,77.600,46.800
'96:42:27.160',0.152,-,-,-,-,83.200,45.600
'96:42:27.168',0.152,-,-,-,-,88.000,44.800
'96:42:27.176',0.152,-,-,-,-,92.800,44.000
'96:42:27.184',0.152,-,-,-,-,96.000,43.200
'96:42:27.192',0.144,-,-,-,-,98.400,42.400
'96:42:27.200',0.120,-,-,-,-,99.200,41.200
'96:42:27.208',0.128,-,-,-,-,100.000,40.400
'96:42:27.216',0.104,-,-,-,-,100.000,39.200
'96:42:27.224',0.096,-,-,-,-,99.200,38.000
'96:42:27.232',0.072,-,-,-,-,97.600,36.400
'96:42:27.240',0.048,-,-,-,-,96.800,35.200
'96:42:27.248',0.048,-,-,-,-,96.000,34.400
'96:42:27.256',0.032,-,-,-,-,94.400,34.800
'96:42:27.264',0.024,-,-,-,-,92.000,35.600
'96:42:27.272',0.032,-,-,-,-,89.600,36.000
'96:42:27.280',0.008,-,-,-,-,86.400,36.000
'96:42:27.288',0.000,-,-,-,-,84.000,35.200
'96:42:27.296',0.000,-,-,-,-,81.600,34.400
'96:42:27.304',0.000,-,-,-,-,78.400,33.600
'96:42:27.312',0.000,-,-,-,-,76.000,33.200
'96:42:27.320',0.000,-,-,-,-,72.800,32.800
'96:42:27.328',-0.008,-,-,-,-,69.600,32.800
'96:42:27.336',0.000,-,-,-,-,66.400,33.200
'96:42:27.344',0.000,-,-,-,-,64.000,34.000
'96:42:27.352',0.000,-,-,-,-,61.600,35.200
'96:42:27.360',0.000,-,-,-,-,59.200,36.000
'96:42:27.368',-0.008,-,-,-,-,57.600,36.800
'96:42:27.376',0.000,-,-,-,-,56.800,37.600
'96:42:27.384',-0.024,-,-,-,-,56.000,37.600
'96:42:27.392',0.000,-,-,-,-,56.000,37.600
'96:42:27.400',-0.008,-,-,-,-,56.000,36.400
'96:42:27.408',0.000,-,-,-,-,56.000,35.200
'96:42:27.416',-0.024,-,-,-,-,56.800,33.600
'96:42:27.424',-0.032,-,-,-,-,56.800,32.000
'96:42:27.432',-0.024,-,-,-,-,57.600,30.400
'96:42:27.440',-0.024,-,-,-,-,58.400,29.200
'96:42:27.448',-0.024,-,-,-,-,58.400,28.400
'96:42:27.456',-0.024,-,-,-,-,59.200,27.600
'96:42:27.464',-0.024,-,-,-,-,60.000,27.200
'96:42:27.472',-0.024,-,-,-,-,60.000,26.800
'96:42:27.480',-0.024,-,-,-,-,60.000,26.800
'96:42:27.488',-0.024,-,-,-,-,60.000,26.800
'96:42:27.496',-0.024,-,-,-,-,60.000,26.800
'96:42:27.504',-0.024,-,-,-,-,59.200,26.800
'96:42:27.512',-0.024,-,-,-,-,58.400,26.400
'96:42:27.520',-0.024,-,-,-,-,58.400,26.000
'96:42:27.528',-0.024,-,-,-,-,57.600,25.200
'96:42:27.536',-0.024,-,-,-,-,57.600,24.400
'96:42:27.544',-0.024,-,-,-,-,57.600,24.000
