'Elapsed time','I','II','III','V','MCL1','ABP'
'218:21:36.992',0.096,0.152,-,-,-,76.800
'218:21:37.000',0.128,0.174,-,-,-,82.400
'218:21:37.008',0.152,0.174,-,-,-,88.800
'218:21:37.016',0.152,0.174,-,-,-,96.000
'218:21:37.024',0.152,0.174,-,-,-,103.200
'218:21:37.032',0.112,0.130,-,-,-,109.600
'218:21:37.040',0.096,0.098,-,-,-,116.000
'218:21:37.048',0.056,0.076,-,-,-,120.000
'218:21:37.056',0.032,0.022,-,-,-,122.400
'218:21:37.064',0.016,0.000,-,-,-,123.200
'218:21:37.072',0.000,-0.022,-,-,-,123.200
'218:21:37.080',-0.016,-0.043,-,-,-,121.600
'218:21:37.088',-0.016,-0.043,-,-,-,120.000
'218:21:37.096',-0.032,-0.076,-,-,-,117.600
'218:21:37.104',-0.032,-0.076,-,-,-,115.200
'218:21:37.112',-0.032,-0.076,-,-,-,112.800
'218:21:37.120',-0.032,-0.076,-,-,-,110.400
'218:21:37.128',-0.016,-0.076,-,-,-,108.800
'218:21:37.136',-0.016,-0.076,-,-,-,106.400
'218:21:37.144',-0.016,-0.043,-,-,-,104.000
'218:21:37.152',-0.016,-0.076,-,-,-,101.600
'218:21:37.160',0.032,0.000,-,-,-,98.400
'218:21:37.168',0.224,0.283,-,-,-,96.000
'218:21:37.176',0.552,0.728,-,-,-,92.800
'218:21:37.184',0.688,0.967,-,-,-,89.600
'218:21:37.192',0.400,0.728,-,-,-,86.400
'218:21:37.200',0.000,0.152,-,-,-,83.200
'218:21:37.208',-0.192,-0.207,-,-,-,80.800
'218:21:37.216',-0.224,-0.261,-,-,-,78.400
'218:21:37.224',-0.168,-0.174,-,-,-,76.800
'218:21:37.232',-0.112,-0.130,-,-,-,76.000
'218:21:37.240',-0.072,-0.098,-,-,-,75.200
'218:21:37.248',-0.056,-0.076,-,-,-,75.200
'218:21:37.256',-0.032,-0.076,-,-,-,76.000
'218:21:37.264',-0.032,-0.043,-,-,-,76.800
'218:21:37.272',-0.016,-0.043,-,-,-,76.800
'218:21:37.280',-0.016,-0.043,-,-,-,77.600
'218:21:37.288',-0.032,-0.043,-,-,-,78.400
'218:21:37.296',-0.016,-0.022,-,-,-,79.200
'218:21:37.304',0.000,0.000,-,-,-,79.200
'218:21:37.312',0.016,0.000,-,-,-,79.200
'218:21:37.320',0.016,0.022,-,-,-,79.200
'218:21:37.328',0.032,0.043,-,-,-,79.200
'218:21:37.336',0.056,0.076,-,-,-,79.200
'218:21:37.344',0.072,0.098,-,-,-,78.400
'218:21:37.352',0.096,0.130,-,-,-,77.600
'218:21:37.360',0.096,0.130,-,-,-,77.600
'218:21:37.368',0.112,0.152,-,-,-,76.800
'218:21:37.376',0.128,0.152,-,-,-,76.800
'218:21:37.384',0.128,0.130,-,-,-,76.800
'218:21:37.392',0.112,0.130,-,-,-,77.600
'218:21:37.400',0.096,0.098,-,-,-,78.400
'218:21:37.408',0.056,0.043,-,-,-,80.000
'218:21:37.416',0.032,0.022,-,-,-,81.600
'218:21:37.424',0.016,0.000,-,-,-,83.200
'218:21:37.432',0.000,-0.022,-,-,-,84.000
'218:21:37.440',0.000,-0.043,-,-,-,85.600
'218:21:37.448',-0.016,-0.076,-,-,-,86.400
'218:21:37.456',-0.016,-0.076,-,-,-,86.400
'218:21:37.464',-0.032,-0.076,-,-,-,85.600
'218:21:37.472',-0.032,-0.076,-,-,-,84.000
'218:21:37.480',-0.032,-0.043,-,-,-,81.600
'218:21:37.488',-0.016,-0.043,-,-,-,79.200
'218:21:37.496',-0.016,-0.043,-,-,-,76.800
'218:21:37.504',-0.016,-0.043,-,-,-,73.600
'218:21:37.512',-0.016,-0.043,-,-,-,71.200
'218:21:37.520',0.000,-0.043,-,-,-,68.800
'218:21:37.528',0.000,-0.022,-,-,-,66.400
'218:21:37.536',0.000,-0.022,-,-,-,64.800
'218:21:37.544',0.000,-0.043,-,-,-,63.200
'218:21:37.552',0.000,-0.043,-,-,-,62.400
'218:21:37.560',0.000,-0.043,-,-,-,61.600
'218:21:37.568',0.000,-0.043,-,-,-,61.600
'218:21:37.576',0.000,-0.043,-,-,-,61.600
'218:21:37.584',-0.016,-0.043,-,-,-,61.600
'218:21:37.592',-0.016,-0.076,-,-,-,62.400
'218:21:37.600',-0.016,-0.076,-,-,-,63.200
'218:21:37.608',-0.016,-0.043,-,-,-,63.200
'218:21:37.616',-0.016,-0.076,-,-,-,64.000
'218:21:37.624',-0.032,-0.076,-,-,-,64.000
'218:21:37.632',-0.032,-0.076,-,-,-,64.800
'218:21:37.640',-0.032,-0.076,-,-,-,64.800
'218:21:37.648',-0.032,-0.043,-,-,-,64.800
'218:21:37.656',-0.016,-0.043,-,-,-,64.800
'218:21:37.664',-0.016,-0.076,-,-,-,64.800
'218:21:37.672',-0.016,-0.043,-,-,-,64.800
'218:21:37.680',-0.016,-0.043,-,-,-,64.000
'218:21:37.688',-0.016,-0.043,-,-,-,64.000
'218:21:37.696',-0.016,-0.043,-,-,-,63.200
'218:21:37.704',-0.016,-0.043,-,-,-,63.200
'218:21:37.712',-0.016,-0.043,-,-,-,62.400
'218:21:37.720',-0.016,-0.043,-,-,-,62.400
'218:21:37.728',-0.016,-0.043,-,-,-,62.400
'218:21:37.736',-0.016,-0.043,-,-,-,61.600
'218:21:37.744',-0.032,-0.076,-,-,-,60.800
'218:21:37.752',0.000,-0.043,-,-,-,60.800
'218:21:37.760',0.208,0.207,-,-,-,60.000
'218:21:37.768',0.480,0.652,-,-,-,60.000
'218:21:37.776',0.552,0.859,-,-,-,59.200
'218:21:37.784',0.320,0.630,-,-,-,59.200
'218:21:37.792',0.016,0.174,-,-,-,58.400
'218:21:37.800',-0.152,-0.130,-,-,-,58.400
'218:21:37.808',-0.208,-0.261,-,-,-,57.600
'218:21:37.816',-0.224,-0.261,-,-,-,57.600
'218:21:37.824',-0.152,-0.152,-,-,-,56.800
'218:21:37.832',-0.096,-0.098,-,-,-,56.800
'218:21:37.840',-0.056,-0.076,-,-,-,56.800
'218:21:37.848',-0.032,-0.043,-,-,-,56.000
'218:21:37.856',-0.016,-0.043,-,-,-,56.000
'218:21:37.864',-0.016,-0.022,-,-,-,56.000
'218:21:37.872',0.000,0.000,-,-,-,55.200
'218:21:37.880',0.000,0.000,-,-,-,55.200
'218:21:37.888',0.000,0.000,-,-,-,55.200
'218:21:37.896',0.016,0.022,-,-,-,55.200
'218:21:37.904',0.016,0.022,-,-,-,56.800
'218:21:37.912',0.032,0.022,-,-,-,59.200
'218:21:37.920',0.056,0.043,-,-,-,64.800
'218:21:37.928',0.056,0.076,-,-,-,72.000
'218:21:37.936',0.072,0.076,-,-,-,82.400
'218:21:37.944',0.072,0.076,-,-,-,93.600
'218:21:37.952',0.096,0.098,-,-,-,104.800
'218:21:37.960',0.112,0.098,-,-,-,114.400
'218:21:37.968',0.128,0.130,-,-,-,121.600
'218:21:37.976',0.128,0.130,-,-,-,126.400
'218:21:37.984',0.128,0.130,-,-,-,128.800
'218:21:37.992',0.112,0.098,-,-,-,128.800
'218:21:38.000',0.112,0.098,-,-,-,127.200
'218:21:38.008',0.096,0.076,-,-,-,124.800
'218:21:38.016',0.072,0.076,-,-,-,122.400
'218:21:38.024',0.032,0.022,-,-,-,119.200
'218:21:38.032',0.016,0.022,-,-,-,116.000
'218:21:38.040',0.000,0.000,-,-,-,113.600
'218:21:38.048',0.000,0.000,-,-,-,110.400
'218:21:38.056',-0.016,-0.022,-,-,-,108.000
'218:21:38.064',-0.032,-0.043,-,-,-,105.600
'218:21:38.072',-0.056,-0.076,-,-,-,102.400
'218:21:38.080',-0.056,-0.098,-,-,-,100.000
'218:21:38.088',-0.072,-0.098,-,-,-,97.600
'218:21:38.096',-0.072,-0.098,-,-,-,95.200
'218:21:38.104',-0.072,-0.098,-,-,-,92.000
'218:21:38.112',-0.072,-0.098,-,-,-,88.800
'218:21:38.120',-0.072,-0.076,-,-,-,86.400
'218:21:38.128',-0.056,-0.076,-,-,-,83.200
'218:21:38.136',-0.056,-0.043,-,-,-,80.800
'218:21:38.144',-0.032,-0.043,-,-,-,79.200
'218:21:38.152',-0.032,-0.043,-,-,-,77.600
'218:21:38.160',-0.016,-0.043,-,-,-,76.800
'218:21:38.168',0.000,-0.076,-,-,-,76.800
'218:21:38.176',0.096,0.076,-,-,-,76.800
'218:21:38.184',0.304,0.446,-,-,-,77.600
'218:21:38.192',0.496,0.859,-,-,-,78.400
'218:21:38.200',0.360,0.913,-,-,-,79.200
'218:21:38.208',0.056,0.315,-,-,-,80.000
'218:21:38.216',-0.192,-0.152,-,-,-,80.800
'218:21:38.224',-0.248,-0.283,-,-,-,81.600
'218:21:38.232',-0.224,-0.261,-,-,-,81.600
'218:21:38.240',-0.152,-0.152,-,-,-,81.600
'218:21:38.248',-0.096,-0.098,-,-,-,81.600
'218:21:38.256',-0.072,-0.098,-,-,-,81.600
'218:21:38.264',-0.072,-0.098,-,-,-,80.800
'218:21:38.272',-0.072,-0.076,-,-,-,80.000
'218:21:38.280',-0.056,-0.076,-,-,-,79.200
'218:21:38.288',-0.056,-0.076,-,-,-,78.400
'218:21:38.296',-0.056,-0.043,-,-,-,77.600
'218:21:38.304',-0.056,-0.043,-,-,-,76.800
'218:21:38.312',-0.032,-0.043,-,-,-,76.000
'218:21:38.320',-0.032,-0.022,-,-,-,74.400
'218:21:38.328',-0.016,0.000,-,-,-,73.600
'218:21:38.336',0.000,0.022,-,-,-,72.800
'218:21:38.344',0.000,0.022,-,-,-,72.000
'218:21:38.352',0.016,0.043,-,-,-,72.000
'218:21:38.360',0.032,0.076,-,-,-,72.000
'218:21:38.368',0.056,0.098,-,-,-,72.800
'218:21:38.376',0.072,0.130,-,-,-,74.400
'218:21:38.384',0.096,0.098,-,-,-,76.800
'218:21:38.392',0.096,0.098,-,-,-,80.000
'218:21:38.400',0.072,0.076,-,-,-,84.000
'218:21:38.408',0.056,0.043,-,-,-,88.000
'218:21:38.416',0.032,0.022,-,-,-,92.800
'218:21:38.424',0.000,0.000,-,-,-,96.800
'218:21:38.432',-0.016,-0.043,-,-,-,100.000
'218:21:38.440',-0.032,-0.076,-,-,-,101.600
'218:21:38.448',-0.056,-0.098,-,-,-,103.200
'218:21:38.456',-0.056,-0.098,-,-,-,103.200
'218:21:38.464',-0.056,-0.098,-,-,-,102.400
'218:21:38.472',-0.056,-0.098,-,-,-,100.800
'218:21:38.480',-0.056,-0.076,-,-,-,99.200
'218:21:38.488',-0.056,-0.076,-,-,-,96.000
'218:21:38.496',-0.032,-0.076,-,-,-,93.600
'218:21:38.504',-0.032,-0.076,-,-,-,90.400
'218:21:38.512',-0.032,-0.076,-,-,-,87.200
'218:21:38.520',-0.016,-0.076,-,-,-,84.000
'218:21:38.528',-0.016,-0.043,-,-,-,80.800
'218:21:38.536',0.000,-0.043,-,-,-,77.600
'218:21:38.544',-0.016,-0.076,-,-,-,74.400
'218:21:38.552',-0.032,-0.043,-,-,-,72.000
'218:21:38.560',-0.016,-0.043,-,-,-,69.600
'218:21:38.568',-0.016,-0.076,-,-,-,68.000
'218:21:38.576',-0.016,-0.076,-,-,-,67.200
'218:21:38.584',-0.016,-0.076,-,-,-,66.400
'218:21:38.592',-0.016,-0.076,-,-,-,66.400
'218:21:38.600',-0.016,-0.043,-,-,-,66.400
'218:21:38.608',-0.016,-0.043,-,-,-,66.400
'218:21:38.616',-0.032,-0.043,-,-,-,67.200
'218:21:38.624',-0.032,-0.043,-,-,-,68.000
'218:21:38.632',-0.032,-0.043,-,-,-,68.800
'218:21:38.640',-0.016,-0.043,-,-,-,69.600
'218:21:38.648',-0.016,-0.043,-,-,-,69.600
'218:21:38.656',-0.016,-0.043,-,-,-,70.400
'218:21:38.664',-0.016,-0.076,-,-,-,71.200
'218:21:38.672',-0.016,-0.076,-,-,-,71.200
'218:21:38.680',-0.016,-0.076,-,-,-,71.200
'218:21:38.688',-0.016,-0.076,-,-,-,71.200
'218:21:38.696',-0.032,-0.076,-,-,-,71.200
'218:21:38.704',-0.032,-0.076,-,-,-,70.400
'218:21:38.712',-0.032,-0.076,-,-,-,69.600
'218:21:38.720',-0.016,-0.043,-,-,-,68.800
'218:21:38.728',-0.016,-0.043,-,-,-,68.800
'218:21:38.736',-0.016,-0.043,-,-,-,68.000
'218:21:38.744',-0.016,-0.043,-,-,-,67.200
'218:21:38.752',-0.016,-0.043,-,-,-,66.400
'218:21:38.760',-0.032,-0.076,-,-,-,65.600
'218:21:38.768',0.112,0.098,-,-,-,64.800
'218:21:38.776',0.384,0.522,-,-,-,64.800
'218:21:38.784',0.552,0.859,-,-,-,64.000
'218:21:38.792',0.400,0.891,-,-,-,63.200
'218:21:38.800',0.096,0.337,-,-,-,62.400
'218:21:38.808',-0.112,-0.076,-,-,-,62.400
'218:21:38.816',-0.208,-0.261,-,-,-,61.600
'218:21:38.824',-0.208,-0.283,-,-,-,60.800
'218:21:38.832',-0.168,-0.207,-,-,-,60.800
'218:21:38.840',-0.096,-0.130,-,-,-,60.000
'218:21:38.848',-0.056,-0.098,-,-,-,60.000
'218:21:38.856',-0.056,-0.076,-,-,-,59.200
'218:21:38.864',-0.032,-0.043,-,-,-,59.200
'218:21:38.872',-0.032,-0.043,-,-,-,58.400
'218:21:38.880',-0.016,-0.022,-,-,-,58.400
'218:21:38.888',0.000,-0.022,-,-,-,58.400
'218:21:38.896',0.000,0.000,-,-,-,58.400
'218:21:38.904',0.016,0.000,-,-,-,59.200
'218:21:38.912',0.016,0.000,-,-,-,60.800
'218:21:38.920',0.016,0.022,-,-,-,64.800
'218:21:38.928',0.032,0.022,-,-,-,71.200
'218:21:38.936',0.056,0.043,-,-,-,80.000
'218:21:38.944',0.072,0.076,-,-,-,91.200
'218:21:38.952',0.096,0.098,-,-,-,102.400
'218:21:38.960',0.112,0.130,-,-,-,113.600
'218:21:38.968',0.128,0.130,-,-,-,123.200
'218:21:38.976',0.152,0.152,-,-,-,129.600
'218:21:38.984',0.152,0.152,-,-,-,133.600
'218:21:38.992',0.168,0.152,-,-,-,135.200
'218:21:39.000',0.152,0.152,-,-,-,134.400
'218:21:39.008',0.128,0.130,-,-,-,132.800
'218:21:39.016',0.112,0.130,-,-,-,130.400
'218:21:39.024',0.096,0.098,-,-,-,127.200
