'Elapsed time','I','II','III','V','MCL1','ABP'
'218:29:24.928',-0.248,-0.315,-,-,-,77.600
'218:29:24.936',-0.208,-0.228,-,-,-,77.600
'218:29:24.944',-0.128,-0.152,-,-,-,77.600
'218:29:24.952',-0.096,-0.130,-,-,-,77.600
'218:29:24.960',-0.072,-0.130,-,-,-,76.800
'218:29:24.968',-0.072,-0.098,-,-,-,76.800
'218:29:24.976',-0.072,-0.098,-,-,-,76.000
'218:29:24.984',-0.056,-0.076,-,-,-,76.000
'218:29:24.992',-0.056,-0.076,-,-,-,75.200
'218:29:25.000',-0.056,-0.076,-,-,-,74.400
'218:29:25.008',-0.056,-0.043,-,-,-,73.600
'218:29:25.016',-0.056,-0.043,-,-,-,72.800
'218:29:25.024',-0.032,-0.022,-,-,-,72.000
'218:29:25.032',-0.016,0.000,-,-,-,71.200
'218:29:25.040',0.000,0.022,-,-,-,70.400
'218:29:25.048',0.000,0.022,-,-,-,69.600
'218:29:25.056',0.016,0.043,-,-,-,69.600
'218:29:25.064',0.016,0.076,-,-,-,68.800
'218:29:25.072',0.032,0.076,-,-,-,68.800
'218:29:25.080',0.056,0.098,-,-,-,68.800
'218:29:25.088',0.072,0.130,-,-,-,68.000
'218:29:25.096',0.072,0.130,-,-,-,68.000
'218:29:25.104',0.072,0.098,-,-,-,68.800
'218:29:25.112',0.056,0.076,-,-,-,68.800
'218:29:25.120',0.032,0.043,-,-,-,69.600
'218:29:25.128',0.016,0.022,-,-,-,71.200
'218:29:25.136',0.000,-0.022,-,-,-,72.000
'218:29:25.144',-0.016,-0.043,-,-,-,73.600
'218:29:25.152',-0.032,-0.043,-,-,-,75.200
'218:29:25.160',-0.056,-0.098,-,-,-,76.000
'218:29:25.168',-0.072,-0.098,-,-,-,76.800
'218:29:25.176',-0.072,-0.098,-,-,-,77.600
'218:29:25.184',-0.072,-0.098,-,-,-,77.600
'218:29:25.192',-0.072,-0.098,-,-,-,76.800
'218:29:25.200',-0.056,-0.098,-,-,-,76.000
'218:29:25.208',-0.032,-0.076,-,-,-,74.400
'218:29:25.216',-0.032,-0.076,-,-,-,72.800
'218:29:25.224',-0.032,-0.098,-,-,-,71.200
'218:29:25.232',-0.032,-0.130,-,-,-,68.800
'218:29:25.240',0.032,-0.022,-,-,-,67.200
'218:29:25.248',0.288,0.337,-,-,-,65.600
'218:29:25.256',0.576,0.837,-,-,-,64.000
'218:29:25.264',0.608,0.967,-,-,-,63.200
'218:29:25.272',0.208,0.467,-,-,-,62.400
'218:29:25.280',-0.096,-0.043,-,-,-,61.600
'218:29:25.288',-0.208,-0.261,-,-,-,60.800
'218:29:25.296',-0.224,-0.261,-,-,-,60.800
'218:29:25.304',-0.152,-0.174,-,-,-,60.800
'218:29:25.312',-0.112,-0.152,-,-,-,60.800
'218:29:25.320',-0.096,-0.130,-,-,-,60.800
'218:29:25.328',-0.096,-0.130,-,-,-,60.800
'218:29:25.336',-0.096,-0.130,-,-,-,60.800
'218:29:25.344',-0.072,-0.098,-,-,-,60.800
'218:29:25.352',-0.056,-0.076,-,-,-,60.800
'218:29:25.360',-0.056,-0.076,-,-,-,60.800
'218:29:25.368',-0.032,-0.043,-,-,-,60.800
'218:29:25.376',-0.032,-0.043,-,-,-,60.800
'218:29:25.384',-0.016,-0.022,-,-,-,60.800
'218:29:25.392',0.000,0.000,-,-,-,60.800
'218:29:25.400',0.016,0.000,-,-,-,60.800
'218:29:25.408',0.016,0.000,-,-,-,60.000
'218:29:25.416',0.016,0.022,-,-,-,60.000
'218:29:25.424',0.032,0.043,-,-,-,60.000
'218:29:25.432',0.032,0.076,-,-,-,60.800
'218:29:25.440',0.056,0.098,-,-,-,60.800
'218:29:25.448',0.072,0.098,-,-,-,62.400
'218:29:25.456',0.072,0.098,-,-,-,64.000
'218:29:25.464',0.072,0.098,-,-,-,65.600
'218:29:25.472',0.072,0.098,-,-,-,68.800
'218:29:25.480',0.056,0.076,-,-,-,71.200
'218:29:25.488',0.032,0.043,-,-,-,74.400
'218:29:25.496',0.016,0.000,-,-,-,77.600
'218:29:25.504',0.000,-0.022,-,-,-,80.000
'218:29:25.512',0.000,-0.043,-,-,-,81.600
'218:29:25.520',-0.016,-0.043,-,-,-,83.200
'218:29:25.528',-0.016,-0.043,-,-,-,84.000
'218:29:25.536',-0.032,-0.076,-,-,-,84.000
'218:29:25.544',-0.056,-0.076,-,-,-,83.200
'218:29:25.552',-0.032,-0.076,-,-,-,82.400
'218:29:25.560',-0.032,-0.076,-,-,-,80.800
'218:29:25.568',-0.032,-0.076,-,-,-,78.400
'218:29:25.576',-0.016,-0.076,-,-,-,76.000
'218:29:25.584',-0.016,-0.076,-,-,-,73.600
'218:29:25.592',-0.016,-0.043,-,-,-,71.200
'218:29:25.600',-0.016,-0.043,-,-,-,68.800
'218:29:25.608',-0.016,-0.043,-,-,-,66.400
'218:29:25.616',-0.016,-0.043,-,-,-,64.000
'218:29:25.624',-0.016,-0.043,-,-,-,61.600
'218:29:25.632',0.000,-0.043,-,-,-,60.000
'218:29:25.640',0.000,-0.043,-,-,-,58.400
'218:29:25.648',0.000,-0.043,-,-,-,57.600
'218:29:25.656',0.000,-0.043,-,-,-,56.800
'218:29:25.664',-0.016,-0.043,-,-,-,56.800
'218:29:25.672',-0.016,-0.043,-,-,-,56.800
'218:29:25.680',-0.016,-0.043,-,-,-,56.800
'218:29:25.688',-0.016,-0.043,-,-,-,57.600
'218:29:25.696',-0.016,-0.043,-,-,-,58.400
'218:29:25.704',-0.016,-0.043,-,-,-,58.400
'218:29:25.712',-0.016,-0.043,-,-,-,59.200
'218:29:25.720',-0.016,-0.043,-,-,-,60.000
'218:29:25.728',-0.016,-0.043,-,-,-,60.000
'218:29:25.736',-0.016,-0.043,-,-,-,60.800
'218:29:25.744',-0.016,-0.043,-,-,-,60.800
'218:29:25.752',-0.032,-0.043,-,-,-,60.800
'218:29:25.760',-0.016,-0.043,-,-,-,60.800
'218:29:25.768',-0.016,-0.043,-,-,-,60.800
'218:29:25.776',-0.016,-0.043,-,-,-,60.800
'218:29:25.784',-0.032,-0.076,-,-,-,60.800
'218:29:25.792',-0.032,-0.043,-,-,-,60.000
'218:29:25.800',-0.032,-0.043,-,-,-,60.000
'218:29:25.808',-0.032,-0.043,-,-,-,60.000
'218:29:25.816',-0.016,-0.043,-,-,-,59.200
'218:29:25.824',0.000,-0.043,-,-,-,59.200
'218:29:25.832',-0.016,-0.022,-,-,-,58.400
'218:29:25.840',-0.016,-0.022,-,-,-,58.400
'218:29:25.848',-0.016,-0.022,-,-,-,57.600
'218:29:25.856',-0.016,-0.022,-,-,-,57.600
'218:29:25.864',0.000,-0.022,-,-,-,56.800
'218:29:25.872',0.000,-0.022,-,-,-,56.800
'218:29:25.880',0.000,-0.022,-,-,-,56.800
'218:29:25.888',-0.032,-0.076,-,-,-,56.000
'218:29:25.896',-0.032,-0.098,-,-,-,56.000
'218:29:25.904',0.112,0.098,-,-,-,55.200
'218:29:25.912',0.416,0.543,-,-,-,55.200
'218:29:25.920',0.592,0.891,-,-,-,54.400
'218:29:25.928',0.440,0.913,-,-,-,54.400
'218:29:25.936',0.112,0.337,-,-,-,54.400
'218:29:25.944',-0.096,-0.043,-,-,-,53.600
'218:29:25.952',-0.192,-0.207,-,-,-,53.600
'218:29:25.960',-0.208,-0.228,-,-,-,53.600
'218:29:25.968',-0.152,-0.152,-,-,-,52.800
'218:29:25.976',-0.072,-0.076,-,-,-,52.800
'218:29:25.984',-0.032,-0.076,-,-,-,52.800
'218:29:25.992',-0.032,-0.043,-,-,-,52.000
'218:29:26.000',-0.016,-0.043,-,-,-,52.000
'218:29:26.008',-0.016,-0.043,-,-,-,52.000
'218:29:26.016',-0.032,-0.043,-,-,-,52.000
'218:29:26.024',-0.016,-0.043,-,-,-,52.000
'218:29:26.032',-0.016,-0.022,-,-,-,52.000
'218:29:26.040',-0.016,0.000,-,-,-,52.000
'218:29:26.048',-0.016,0.000,-,-,-,52.800
'218:29:26.056',0.000,0.000,-,-,-,55.200
'218:29:26.064',0.016,0.022,-,-,-,59.200
'218:29:26.072',0.016,0.022,-,-,-,64.800
'218:29:26.080',0.032,0.043,-,-,-,72.800
'218:29:26.088',0.072,0.076,-,-,-,81.600
'218:29:26.096',0.096,0.098,-,-,-,91.200
'218:29:26.104',0.112,0.130,-,-,-,99.200
'218:29:26.112',0.128,0.130,-,-,-,106.400
'218:29:26.120',0.128,0.130,-,-,-,111.200
'218:29:26.128',0.128,0.130,-,-,-,114.400
'218:29:26.136',0.112,0.130,-,-,-,116.000
'218:29:26.144',0.112,0.130,-,-,-,116.000
'218:29:26.152',0.096,0.130,-,-,-,115.200
'218:29:26.160',0.096,0.098,-,-,-,112.800
'218:29:26.168',0.072,0.076,-,-,-,111.200
'218:29:26.176',0.032,0.043,-,-,-,108.800
'218:29:26.184',0.016,0.043,-,-,-,105.600
'218:29:26.192',0.016,0.022,-,-,-,103.200
'218:29:26.200',0.000,0.000,-,-,-,100.800
'218:29:26.208',-0.016,-0.022,-,-,-,98.400
'218:29:26.216',-0.016,-0.022,-,-,-,96.800
'218:29:26.224',-0.016,-0.022,-,-,-,94.400
'218:29:26.232',-0.016,-0.043,-,-,-,92.000
'218:29:26.240',-0.032,-0.043,-,-,-,89.600
'218:29:26.248',-0.032,-0.043,-,-,-,87.200
'218:29:26.256',-0.032,-0.043,-,-,-,84.800
'218:29:26.264',-0.016,-0.043,-,-,-,82.400
'218:29:26.272',-0.016,-0.043,-,-,-,80.000
'218:29:26.280',-0.016,-0.043,-,-,-,77.600
'218:29:26.288',-0.016,-0.043,-,-,-,76.000
'218:29:26.296',-0.016,-0.022,-,-,-,75.200
'218:29:26.304',0.000,-0.022,-,-,-,74.400
'218:29:26.312',-0.016,-0.022,-,-,-,74.400
'218:29:26.320',-0.016,-0.022,-,-,-,74.400
'218:29:26.328',-0.016,-0.022,-,-,-,74.400
'218:29:26.336',0.000,-0.022,-,-,-,75.200
'218:29:26.344',-0.016,-0.022,-,-,-,75.200
'218:29:26.352',-0.016,-0.022,-,-,-,76.000
'218:29:26.360',0.000,-0.022,-,-,-,76.000
'218:29:26.368',-0.016,-0.022,-,-,-,76.800
'218:29:26.376',-0.016,-0.043,-,-,-,76.800
'218:29:26.384',-0.016,-0.043,-,-,-,76.800
'218:29:26.392',-0.032,-0.043,-,-,-,76.800
'218:29:26.400',-0.032,-0.043,-,-,-,76.800
'218:29:26.408',-0.016,-0.043,-,-,-,76.800
'218:29:26.416',-0.032,-0.076,-,-,-,76.000
'218:29:26.424',-0.032,-0.076,-,-,-,75.200
'218:29:26.432',-0.032,-0.043,-,-,-,75.200
'218:29:26.440',-0.016,-0.043,-,-,-,74.400
'218:29:26.448',-0.032,-0.076,-,-,-,73.600
'218:29:26.456',-0.056,-0.130,-,-,-,72.800
'218:29:26.464',0.000,-0.043,-,-,-,72.000
'218:29:26.472',0.208,0.315,-,-,-,71.200
'218:29:26.480',0.440,0.783,-,-,-,70.400
'218:29:26.488',0.456,0.946,-,-,-,69.600
'218:29:26.496',0.168,0.576,-,-,-,68.800
'218:29:26.504',-0.056,0.043,-,-,-,68.000
'218:29:26.512',-0.168,-0.207,-,-,-,68.000
'218:29:26.520',-0.192,-0.283,-,-,-,67.200
'218:29:26.528',-0.168,-0.228,-,-,-,66.400
'218:29:26.536',-0.112,-0.152,-,-,-,66.400
'218:29:26.544',-0.056,-0.098,-,-,-,65.600
'218:29:26.552',-0.056,-0.076,-,-,-,65.600
'218:29:26.560',-0.032,-0.076,-,-,-,64.800
'218:29:26.568',-0.032,-0.043,-,-,-,64.800
'218:29:26.576',-0.032,-0.043,-,-,-,64.000
'218:29:26.584',-0.032,-0.043,-,-,-,64.000
'218:29:26.592',-0.016,-0.022,-,-,-,63.200
'218:29:26.600',-0.016,-0.022,-,-,-,63.200
'218:29:26.608',0.000,0.000,-,-,-,63.200
'218:29:26.616',0.000,0.000,-,-,-,63.200
'218:29:26.624',0.000,0.022,-,-,-,64.000
'218:29:26.632',0.000,0.022,-,-,-,65.600
'218:29:26.640',0.016,0.043,-,-,-,68.000
'218:29:26.648',0.032,0.076,-,-,-,72.000
'218:29:26.656',0.056,0.098,-,-,-,77.600
'218:29:26.664',0.072,0.098,-,-,-,84.800
'218:29:26.672',0.072,0.098,-,-,-,91.200
'218:29:26.680',0.096,0.130,-,-,-,98.400
'218:29:26.688',0.096,0.130,-,-,-,104.800
'218:29:26.696',0.096,0.098,-,-,-,109.600
'218:29:26.704',0.096,0.098,-,-,-,112.800
'218:29:26.712',0.072,0.076,-,-,-,115.200
'218:29:26.720',0.056,0.076,-,-,-,116.000
'218:29:26.728',0.056,0.043,-,-,-,115.200
'218:29:26.736',0.032,0.022,-,-,-,114.400
'218:29:26.744',0.000,0.000,-,-,-,112.800
'218:29:26.752',0.000,-0.022,-,-,-,111.200
'218:29:26.760',-0.016,-0.022,-,-,-,108.800
'218:29:26.768',-0.016,-0.043,-,-,-,107.200
'218:29:26.776',-0.016,-0.043,-,-,-,104.800
'218:29:26.784',-0.016,-0.043,-,-,-,103.200
'218:29:26.792',-0.016,-0.043,-,-,-,100.800
'218:29:26.800',-0.016,-0.043,-,-,-,99.200
'218:29:26.808',-0.016,-0.043,-,-,-,96.800
'218:29:26.816',-0.016,-0.043,-,-,-,94.400
'218:29:26.824',-0.032,-0.076,-,-,-,92.000
'218:29:26.832',-0.032,-0.076,-,-,-,89.600
'218:29:26.840',-0.032,-0.076,-,-,-,86.400
'218:29:26.848',-0.016,-0.043,-,-,-,84.000
'218:29:26.856',-0.016,-0.043,-,-,-,81.600
'218:29:26.864',0.000,-0.022,-,-,-,79.200
'218:29:26.872',0.000,-0.043,-,-,-,76.800
'218:29:26.880',0.072,0.076,-,-,-,75.200
'218:29:26.888',0.320,0.467,-,-,-,74.400
'218:29:26.896',0.608,0.946,-,-,-,73.600
'218:29:26.904',0.648,1.043,-,-,-,73.600
'218:29:26.912',0.264,0.576,-,-,-,73.600
'218:29:26.920',-0.056,0.022,-,-,-,73.600
'218:29:26.928',-0.192,-0.228,-,-,-,74.400
'218:29:26.936',-0.208,-0.261,-,-,-,74.400
'218:29:26.944',-0.152,-0.174,-,-,-,75.200
'218:29:26.952',-0.096,-0.130,-,-,-,75.200
'218:29:26.960',-0.072,-0.130,-,-,-,76.000
'218:29:26.968',-0.056,-0.098,-,-,-,76.000
'218:29:26.976',-0.056,-0.098,-,-,-,76.000
'218:29:26.984',-0.032,-0.076,-,-,-,76.000
'218:29:26.992',-0.016,-0.043,-,-,-,75.200
'218:29:27.000',-0.016,-0.022,-,-,-,75.200
'218:29:27.008',0.000,-0.022,-,-,-,74.400
'218:29:27.016',-0.016,-0.022,-,-,-,73.600
'218:29:27.024',-0.016,0.000,-,-,-,72.800
