'Elapsed time','II','III','AVR','V','MCL1','ABP','PAP'
'96:22:59.080',0.072,-,-,-,-,48.800,37.200
'96:22:59.088',0.104,-,-,-,-,48.800,36.400
'96:22:59.096',0.104,-,-,-,-,48.800,36.400
'96:22:59.104',0.144,-,-,-,-,48.800,37.600
'96:22:59.112',0.128,-,-,-,-,48.800,39.600
'96:22:59.120',0.152,-,-,-,-,48.800,41.600
'96:22:59.128',0.152,-,-,-,-,49.600,44.000
'96:22:59.136',0.168,-,-,-,-,51.200,46.800
'96:22:59.144',0.176,-,-,-,-,53.600,49.200
'96:22:59.152',0.168,-,-,-,-,57.600,50.800
'96:22:59.160',0.176,-,-,-,-,61.600,52.400
'96:22:59.168',0.176,-,-,-,-,66.400,53.200
'96:22:59.176',0.176,-,-,-,-,72.000,53.200
'96:22:59.184',0.168,-,-,-,-,76.800,52.800
'96:22:59.192',0.168,-,-,-,-,81.600,52.000
'96:22:59.200',0.152,-,-,-,-,85.600,50.800
'96:22:59.208',0.168,-,-,-,-,89.600,49.200
'96:22:59.216',0.152,-,-,-,-,92.000,47.600
'96:22:59.224',0.128,-,-,-,-,94.400,46.000
'96:22:59.232',0.104,-,-,-,-,96.000,44.400
'96:22:59.240',0.104,-,-,-,-,96.800,42.400
'96:22:59.248',0.080,-,-,-,-,97.600,40.800
'96:22:59.256',0.096,-,-,-,-,96.800,39.200
'96:22:59.264',0.048,-,-,-,-,96.800,37.600
'96:22:59.272',0.048,-,-,-,-,95.200,36.400
'96:22:59.280',0.024,-,-,-,-,93.600,35.600
'96:22:59.288',0.048,-,-,-,-,92.000,35.600
'96:22:59.296',0.000,-,-,-,-,90.400,36.000
'96:22:59.304',0.000,-,-,-,-,88.000,37.200
'96:22:59.312',0.000,-,-,-,-,86.400,38.400
'96:22:59.320',-0.008,-,-,-,-,84.000,39.200
'96:22:59.328',0.000,-,-,-,-,81.600,40.000
'96:22:59.336',-0.008,-,-,-,-,79.200,40.400
'96:22:59.344',0.000,-,-,-,-,76.800,40.000
'96:22:59.352',-0.024,-,-,-,-,75.200,39.600
'96:22:59.360',-0.032,-,-,-,-,72.000,38.800
'96:22:59.368',-0.048,-,-,-,-,69.600,37.600
'96:22:59.376',-0.024,-,-,-,-,66.400,36.800
'96:22:59.384',-0.032,-,-,-,-,64.000,36.000
'96:22:59.392',-0.008,-,-,-,-,61.600,35.600
'96:22:59.400',-0.032,-,-,-,-,60.000,35.600
'96:22:59.408',-0.024,-,-,-,-,58.400,36.000
'96:22:59.416',-0.048,-,-,-,-,57.600,36.400
'96:22:59.424',-0.024,-,-,-,-,57.600,36.800
'96:22:59.432',-0.048,-,-,-,-,57.600,37.200
'96:22:59.440',-0.032,-,-,-,-,57.600,37.200
'96:22:59.448',-0.048,-,-,-,-,58.400,37.200
'96:22:59.456',-0.032,-,-,-,-,58.400,36.400
'96:22:59.464',-0.048,-,-,-,-,59.200,35.600
'96:22:59.472',-0.024,-,-,-,-,59.200,34.800
'96:22:59.480',-0.056,-,-,-,-,59.200,33.600
'96:22:59.488',-0.024,-,-,-,-,59.200,32.400
'96:22:59.496',-0.048,-,-,-,-,60.000,32.000
'96:22:59.504',-0.024,-,-,-,-,60.000,32.000
'96:22:59.512',-0.048,-,-,-,-,60.000,32.000
'96:22:59.520',-0.032,-,-,-,-,60.000,31.600
'96:22:59.528',-0.048,-,-,-,-,59.200,31.600
'96:22:59.536',-0.024,-,-,-,-,59.200,31.200
'96:22:59.544',-0.032,-,-,-,-,58.400,31.200
'96:22:59.552',-0.048,-,-,-,-,58.400,30.800
'96:22:59.560',-0.024,-,-,-,-,58.400,30.400
'96:22:59.568',-0.032,-,-,-,-,57.600,29.600
'96:22:59.576',-0.024,-,-,-,-,57.600,28.800
'96:22:59.584',-0.048,-,-,-,-,57.600,28.400
'96:22:59.592',-0.024,-,-,-,-,56.800,27.200
'96:22:59.600',-0.048,-,-,-,-,56.000,26.800
'96:22:59.608',-0.024,-,-,-,-,55.200,26.000
'96:22:59.616',-0.032,-,-,-,-,54.400,25.600
'96:22:59.624',-0.024,-,-,-,-,54.400,25.200
'96:22:59.632',-0.024,-,-,-,-,53.600,24.800
'96:22:59.640',0.000,-,-,-,-,53.600,24.800
'96:22:59.648',-0.024,-,-,-,-,53.600,24.400
'96:22:59.656',-0.024,-,-,-,-,52.800,24.400
'96:22:59.664',-0.032,-,-,-,-,52.800,24.800
'96:22:59.672',-0.328,-,-,-,-,52.000,24.800
'96:22:59.680',0.048,-,-,-,-,52.000,24.800
'96:22:59.688',0.000,-,-,-,-,51.200,24.800
'96:22:59.696',-0.032,-,-,-,-,50.400,24.400
'96:22:59.704',-0.024,-,-,-,-,50.400,24.400
'96:22:59.712',-0.096,-,-,-,-,49.600,24.000
'96:22:59.720',-0.120,-,-,-,-,49.600,24.000
'96:22:59.728',-0.128,-,-,-,-,49.600,23.600
'96:22:59.736',-0.168,-,-,-,-,49.600,23.600
'96:22:59.744',-0.224,-,-,-,-,49.600,23.200
'96:22:59.752',-0.240,-,-,-,-,49.600,23.200
'96:22:59.760',-0.200,-,-,-,-,50.400,23.200
'96:22:59.768',-0.240,-,-,-,-,50.400,22.800
'96:22:59.776',-0.256,-,-,-,-,50.400,22.800
'96:22:59.784',-0.312,-,-,-,-,49.600,22.400
'96:22:59.792',-0.448,-,-,-,-,48.800,22.400
'96:22:59.800',-0.536,-,-,-,-,48.800,22.400
'96:22:59.808',-0.496,-,-,-,-,48.000,22.800
'96:22:59.816',-0.408,-,-,-,-,48.000,24.000
'96:22:59.824',-0.312,-,-,-,-,48.000,26.000
'96:22:59.832',-0.256,-,-,-,-,48.000,28.800
'96:22:59.840',-0.216,-,-,-,-,48.000,32.400
'96:22:59.848',-0.216,-,-,-,-,47.200,36.000
'96:22:59.856',-0.120,-,-,-,-,47.200,38.400
'96:22:59.864',-0.056,-,-,-,-,47.200,40.000
'96:22:59.872',0.000,-,-,-,-,47.200,40.000
'96:22:59.880',0.032,-,-,-,-,47.200,38.800
'96:22:59.888',0.096,-,-,-,-,47.200,36.800
'96:22:59.896',0.152,-,-,-,-,47.200,35.200
'96:22:59.904',0.176,-,-,-,-,47.200,34.000
'96:22:59.912',0.200,-,-,-,-,47.200,34.400
'96:22:59.920',0.224,-,-,-,-,46.400,35.600
'96:22:59.928',0.224,-,-,-,-,46.400,38.000
'96:22:59.936',0.256,-,-,-,-,45.600,40.800
'96:22:59.944',0.256,-,-,-,-,45.600,44.000
'96:22:59.952',0.264,-,-,-,-,45.600,46.800
'96:22:59.960',0.280,-,-,-,-,46.400,49.600
'96:22:59.968',0.264,-,-,-,-,48.800,51.600
'96:22:59.976',0.288,-,-,-,-,51.200,52.800
'96:22:59.984',0.280,-,-,-,-,55.200,53.200
'96:22:59.992',0.288,-,-,-,-,59.200,53.200
'96:23:00.000',0.264,-,-,-,-,64.000,51.600
'96:23:00.008',0.288,-,-,-,-,68.000,50.000
'96:23:00.016',0.256,-,-,-,-,72.800,48.000
'96:23:00.024',0.256,-,-,-,-,76.800,45.600
'96:23:00.032',0.224,-,-,-,-,80.800,43.200
'96:23:00.040',0.224,-,-,-,-,84.000,41.200
'96:23:00.048',0.192,-,-,-,-,85.600,38.800
'96:23:00.056',0.176,-,-,-,-,87.200,37.200
'96:23:00.064',0.152,-,-,-,-,88.000,35.200
'96:23:00.072',0.144,-,-,-,-,88.000,34.000
'96:23:00.080',0.104,-,-,-,-,88.000,32.800
'96:23:00.088',0.096,-,-,-,-,87.200,32.000
'96:23:00.096',0.072,-,-,-,-,86.400,32.400
'96:23:00.104',0.056,-,-,-,-,85.600,33.200
'96:23:00.112',0.048,-,-,-,-,84.800,34.400
'96:23:00.120',0.048,-,-,-,-,83.200,35.200
'96:23:00.128',0.024,-,-,-,-,80.800,36.000
'96:23:00.136',0.008,-,-,-,-,78.400,36.400
'96:23:00.144',0.000,-,-,-,-,76.000,36.400
'96:23:00.152',0.000,-,-,-,-,73.600,36.400
'96:23:00.160',0.000,-,-,-,-,71.200,35.600
'96:23:00.168',0.000,-,-,-,-,68.800,34.800
'96:23:00.176',0.000,-,-,-,-,65.600,34.000
'96:23:00.184',0.000,-,-,-,-,63.200,33.600
'96:23:00.192',0.000,-,-,-,-,60.800,33.200
'96:23:00.200',-0.024,-,-,-,-,59.200,32.800
'96:23:00.208',0.000,-,-,-,-,57.600,32.800
'96:23:00.216',-0.024,-,-,-,-,55.200,32.800
'96:23:00.224',-0.008,-,-,-,-,53.600,33.200
'96:23:00.232',-0.032,-,-,-,-,52.800,33.200
'96:23:00.240',-0.024,-,-,-,-,52.000,33.600
'96:23:00.248',-0.032,-,-,-,-,51.200,33.200
'96:23:00.256',-0.024,-,-,-,-,52.000,32.800
'96:23:00.264',-0.048,-,-,-,-,52.000,32.000
'96:23:00.272',-0.048,-,-,-,-,52.800,31.200
'96:23:00.280',-0.056,-,-,-,-,52.800,30.400
'96:23:00.288',-0.024,-,-,-,-,53.600,29.600
'96:23:00.296',-0.032,-,-,-,-,54.400,29.200
'96:23:00.304',-0.024,-,-,-,-,54.400,28.400
'96:23:00.312',-0.048,-,-,-,-,55.200,28.000
'96:23:00.320',-0.056,-,-,-,-,56.000,27.600
'96:23:00.328',-0.056,-,-,-,-,56.000,27.600
'96:23:00.336',-0.032,-,-,-,-,56.000,27.600
'96:23:00.344',-0.056,-,-,-,-,56.000,27.600
'96:23:00.352',-0.032,-,-,-,-,56.000,27.200
'96:23:00.360',-0.048,-,-,-,-,56.000,26.800
'96:23:00.368',-0.048,-,-,-,-,56.000,26.000
'96:23:00.376',-0.032,-,-,-,-,56.000,25.200
'96:23:00.384',-0.056,-,-,-,-,55.200,24.400
'96:23:00.392',-0.032,-,-,-,-,55.200,23.600
'96:23:00.400',-0.056,-,-,-,-,54.400,23.200
'96:23:00.408',-0.032,-,-,-,-,53.600,22.800
'96:23:00.416',-0.048,-,-,-,-,52.800,22.000
'96:23:00.424',-0.024,-,-,-,-,52.800,21.600
'96:23:00.432',-0.048,-,-,-,-,52.000,21.200
'96:23:00.440',-0.032,-,-,-,-,52.000,21.200
'96:23:00.448',-0.048,-,-,-,-,51.200,21.200
'96:23:00.456',-0.024,-,-,-,-,51.200,21.200
'96:23:00.464',-0.032,-,-,-,-,50.400,20.800
'96:23:00.472',-0.352,-,-,-,-,49.600,20.800
'96:23:00.480',0.024,-,-,-,-,49.600,20.400
'96:23:00.488',0.000,-,-,-,-,49.600,20.000
'96:23:00.496',-0.024,-,-,-,-,48.800,19.200
'96:23:00.504',-0.032,-,-,-,-,48.800,18.800
'96:23:00.512',-0.080,-,-,-,-,48.000,18.400
'96:23:00.520',-0.120,-,-,-,-,48.000,18.000
'96:23:00.528',-0.128,-,-,-,-,47.200,17.600
'96:23:00.536',-0.144,-,-,-,-,47.200,16.800
'96:23:00.544',-0.216,-,-,-,-,46.400,16.400
'96:23:00.552',-0.224,-,-,-,-,46.400,16.000
'96:23:00.560',-0.192,-,-,-,-,45.600,15.200
'96:23:00.568',-0.192,-,-,-,-,45.600,14.800
'96:23:00.576',-0.240,-,-,-,-,44.800,14.800
'96:23:00.584',-0.224,-,-,-,-,44.800,14.800
'96:23:00.592',-0.376,-,-,-,-,44.800,15.200
'96:23:00.600',-0.496,-,-,-,-,44.800,15.600
'96:23:00.608',-0.520,-,-,-,-,44.800,16.400
'96:23:00.616',-0.472,-,-,-,-,44.000,17.600
'96:23:00.624',-0.352,-,-,-,-,43.200,19.200
'96:23:00.632',-0.288,-,-,-,-,42.400,21.200
'96:23:00.640',-0.240,-,-,-,-,42.400,23.600
'96:23:00.648',-0.224,-,-,-,-,42.400,26.000
'96:23:00.656',-0.144,-,-,-,-,42.400,28.400
'96:23:00.664',-0.104,-,-,-,-,41.600,31.200
'96:23:00.672',-0.032,-,-,-,-,41.600,33.600
'96:23:00.680',0.000,-,-,-,-,41.600,35.200
'96:23:00.688',0.072,-,-,-,-,40.800,36.400
'96:23:00.696',0.104,-,-,-,-,40.800,36.800
'96:23:00.704',0.168,-,-,-,-,40.800,36.000
'96:23:00.712',0.176,-,-,-,-,40.800,34.400
'96:23:00.720',0.200,-,-,-,-,40.800,32.800
'96:23:00.728',0.216,-,-,-,-,40.800,30.800
'96:23:00.736',0.224,-,-,-,-,40.800,29.600
'96:23:00.744',0.224,-,-,-,-,40.800,28.800
'96:23:00.752',0.240,-,-,-,-,40.800,29.200
'96:23:00.760',0.256,-,-,-,-,40.800,30.000
'96:23:00.768',0.240,-,-,-,-,41.600,31.600
'96:23:00.776',0.288,-,-,-,-,44.000,33.600
'96:23:00.784',0.256,-,-,-,-,46.400,35.600
'96:23:00.792',0.280,-,-,-,-,50.400,37.200
'96:23:00.800',0.256,-,-,-,-,54.400,38.400
'96:23:00.808',0.256,-,-,-,-,58.400,38.400
'96:23:00.816',0.256,-,-,-,-,62.400,38.000
'96:23:00.824',0.264,-,-,-,-,66.400,36.800
'96:23:00.832',0.224,-,-,-,-,70.400,35.600
'96:23:00.840',0.240,-,-,-,-,73.600,33.600
'96:23:00.848',0.200,-,-,-,-,76.800,31.200
'96:23:00.856',0.192,-,-,-,-,78.400,28.800
'96:23:00.864',0.152,-,-,-,-,80.000,26.400
'96:23:00.872',0.168,-,-,-,-,80.800,24.000
'96:23:00.880',0.120,-,-,-,-,81.600,21.600
'96:23:00.888',0.104,-,-,-,-,80.800,20.400
'96:23:00.896',0.072,-,-,-,-,80.800,20.000
'96:23:00.904',0.056,-,-,-,-,80.000,20.400
'96:23:00.912',0.048,-,-,-,-,78.400,21.600
'96:23:00.920',0.032,-,-,-,-,76.800,22.400
'96:23:00.928',0.000,-,-,-,-,75.200,23.600
'96:23:00.936',0.000,-,-,-,-,72.800,24.400
'96:23:00.944',0.000,-,-,-,-,70.400,24.800
'96:23:00.952',0.000,-,-,-,-,68.000,25.200
'96:23:00.960',-0.008,-,-,-,-,65.600,24.800
'96:23:00.968',0.000,-,-,-,-,62.400,24.800
'96:23:00.976',-0.008,-,-,-,-,60.000,24.400
'96:23:00.984',-0.024,-,-,-,-,56.800,24.400
'96:23:00.992',0.000,-,-,-,-,54.400,24.400
'96:23:01.000',-0.024,-,-,-,-,52.000,24.400
'96:23:01.008',-0.024,-,-,-,-,50.400,24.400
'96:23:01.016',-0.024,-,-,-,-,49.600,24.400
'96:23:01.024',-0.024,-,-,-,-,48.000,24.000
'96:23:01.032',-0.032,-,-,-,-,47.200,24.000
'96:23:01.040',-0.048,-,-,-,-,46.400,23.600
'96:23:01.048',-0.056,-,-,-,-,46.400,23.200
'96:23:01.056',-0.032,-,-,-,-,47.200,23.200
'96:23:01.064',-0.056,-,-,-,-,47.200,23.200
'96:23:01.072',-0.032,-,-,-,-,47.200,22.800
'96:23:01.080',-0.056,-,-,-,-,47.200,22.000
'96:23:01.088',-0.048,-,-,-,-,47.200,21.200
'96:23:01.096',-0.056,-,-,-,-,48.000,20.000
'96:23:01.104',-0.056,-,-,-,-,48.000,18.800
'96:23:01.112',-0.056,-,-,-,-,48.800,17.600
'96:23:01.120',-0.032,-,-,-,-,49.600,17.200
'96:23:01.128',-0.056,-,-,-,-,50.400,16.800
'96:23:01.136',-0.032,-,-,-,-,50.400,16.400
'96:23:01.144',-0.048,-,-,-,-,50.400,16.000
'96:23:01.152',-0.032,-,-,-,-,50.400,16.000
'96:23:01.160',-0.056,-,-,-,-,50.400,15.600
'96:23:01.168',-0.048,-,-,-,-,50.400,15.200
'96:23:01.176',-0.056,-,-,-,-,49.600,15.200
'96:23:01.184',-0.056,-,-,-,-,49.600,15.200
'96:23:01.192',-0.048,-,-,-,-,49.600,15.200
'96:23:01.200',-0.056,-,-,-,-,49.600,15.600
'96:23:01.208',-0.048,-,-,-,-,49.600,16.000
'96:23:01.216',-0.056,-,-,-,-,48.800,16.400
'96:23:01.224',-0.032,-,-,-,-,48.800,16.400
'96:23:01.232',-0.056,-,-,-,-,48.000,16.800
'96:23:01.240',-0.032,-,-,-,-,48.000,16.800
'96:23:01.248',-0.048,-,-,-,-,47.200,16.400
'96:23:01.256',-0.024,-,-,-,-,47.200,16.000
'96:23:01.264',-0.032,-,-,-,-,46.400,15.600
'96:23:01.272',-0.376,-,-,-,-,46.400,15.600
'96:23:01.280',0.024,-,-,-,-,46.400,15.600
'96:23:01.288',0.000,-,-,-,-,45.600,15.600
'96:23:01.296',-0.024,-,-,-,-,45.600,15.600
'96:23:01.304',-0.024,-,-,-,-,45.600,16.000
'96:23:01.312',-0.072,-,-,-,-,45.600,16.800
'96:23:01.320',-0.104,-,-,-,-,45.600,17.600
'96:23:01.328',-0.120,-,-,-,-,45.600,18.400
'96:23:01.336',-0.128,-,-,-,-,45.600,19.200
'96:23:01.344',-0.176,-,-,-,-,46.400,20.400
'96:23:01.352',-0.192,-,-,-,-,46.400,21.200
'96:23:01.360',-0.168,-,-,-,-,47.200,22.800
'96:23:01.368',-0.120,-,-,-,-,47.200,24.400
'96:23:01.376',-0.072,-,-,-,-,46.400,26.000
'96:23:01.384',0.024,-,-,-,-,46.400,27.600
'96:23:01.392',-0.024,-,-,-,-,46.400,28.800
'96:23:01.400',-0.192,-,-,-,-,47.200,29.600
'96:23:01.408',-0.352,-,-,-,-,47.200,30.400
'96:23:01.416',-0.472,-,-,-,-,48.000,31.200
'96:23:01.424',-0.376,-,-,-,-,48.000,31.600
'96:23:01.432',-0.264,-,-,-,-,48.000,32.000
'96:23:01.440',-0.216,-,-,-,-,47.200,31.200
'96:23:01.448',-0.152,-,-,-,-,46.400,29.600
'96:23:01.456',-0.104,-,-,-,-,46.400,28.000
'96:23:01.464',-0.056,-,-,-,-,45.600,27.600
'96:23:01.472',0.008,-,-,-,-,45.600,28.000
'96:23:01.480',0.048,-,-,-,-,45.600,29.600
'96:23:01.488',0.096,-,-,-,-,45.600,32.400
'96:23:01.496',0.104,-,-,-,-,45.600,36.400
'96:23:01.504',0.128,-,-,-,-,45.600,40.800
'96:23:01.512',0.128,-,-,-,-,45.600,44.800
'96:23:01.520',0.152,-,-,-,-,44.800,48.000
'96:23:01.528',0.168,-,-,-,-,44.800,50.000
'96:23:01.536',0.176,-,-,-,-,45.600,51.200
'96:23:01.544',0.168,-,-,-,-,46.400,51.600
