'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP'
'142:08:07.664',-,0.000,-,-,-,-,-,-,-
'142:08:07.672',-,0.000,-,-,-,-,-,-,-
'142:08:07.680',-,-0.011,-,-,-,-,-,-,-
'142:08:07.688',-,-0.023,-,-,-,-,-,-,-
'142:08:07.696',-,-0.023,-,-,-,-,-,-,-
'142:08:07.704',-,-0.023,-,-,-,-,-,-,-
'142:08:07.712',-,-0.023,-,-,-,-,-,-,-
'142:08:07.720',-,-0.023,-,-,-,-,-,-,-
'142:08:07.728',-,-0.011,-,-,-,-,-,-,-
'142:08:07.736',-,-0.011,-,-,-,-,-,-,-
'142:08:07.744',-,-0.011,-,-,-,-,-,-,-
'142:08:07.752',-,-0.011,-,-,-,-,-,-,-
'142:08:07.760',-,0.000,-,-,-,-,-,-,-
'142:08:07.768',-,0.023,-,-,-,-,-,-,-
'142:08:07.776',-,0.115,-,-,-,-,-,-,-
'142:08:07.784',-,0.299,-,-,-,-,-,-,-
'142:08:07.792',-,0.437,-,-,-,-,-,-,-
'142:08:07.800',-,0.437,-,-,-,-,-,-,-
'142:08:07.808',-,0.218,-,-,-,-,-,-,-
'142:08:07.816',-,0.115,-,-,-,-,-,-,-
'142:08:07.824',-,0.080,-,-,-,-,-,-,-
'142:08:07.832',-,0.023,-,-,-,-,-,-,-
'142:08:07.840',-,-0.034,-,-,-,-,-,-,-
'142:08:07.848',-,-0.103,-,-,-,-,-,-,-
'142:08:07.856',-,-0.115,-,-,-,-,-,-,-
'142:08:07.864',-,-0.103,-,-,-,-,-,-,-
'142:08:07.872',-,-0.057,-,-,-,-,-,-,-
'142:08:07.880',-,-0.034,-,-,-,-,-,-,-
'142:08:07.888',-,-0.034,-,-,-,-,-,-,-
'142:08:07.896',-,-0.023,-,-,-,-,-,-,-
'142:08:07.904',-,-0.023,-,-,-,-,-,-,-
'142:08:07.912',-,-0.023,-,-,-,-,-,-,-
'142:08:07.920',-,-0.011,-,-,-,-,-,-,-
'142:08:07.928',-,-0.011,-,-,-,-,-,-,-
'142:08:07.936',-,-0.011,-,-,-,-,-,-,-
'142:08:07.944',-,-0.011,-,-,-,-,-,-,-
'142:08:07.952',-,-0.011,-,-,-,-,-,-,-
'142:08:07.960',-,-0.011,-,-,-,-,-,-,-
'142:08:07.968',-,-0.011,-,-,-,-,-,-,-
'142:08:07.976',-,0.000,-,-,-,-,-,-,-
'142:08:07.984',-,0.000,-,-,-,-,-,-,-
'142:08:07.992',-,0.000,-,-,-,-,-,-,-
'142:08:08.000',-,0.011,-,-,-,-,-,-,-
'142:08:08.008',-,0.011,-,-,-,-,-,-,-
'142:08:08.016',-,0.023,-,-,-,-,-,-,-
'142:08:08.024',-,0.034,-,-,-,-,-,-,-
'142:08:08.032',-,0.069,-,-,-,-,-,-,-
'142:08:08.040',-,0.080,-,-,-,-,-,-,-
'142:08:08.048',-,0.103,-,-,-,-,-,-,-
'142:08:08.056',-,0.103,-,-,-,-,-,-,-
'142:08:08.064',-,0.103,-,-,-,-,-,-,-
'142:08:08.072',-,0.103,-,-,-,-,-,-,-
'142:08:08.080',-,0.080,-,-,-,-,-,-,-
'142:08:08.088',-,0.069,-,-,-,-,-,-,-
'142:08:08.096',-,0.034,-,-,-,-,-,-,-
'142:08:08.104',-,0.023,-,-,-,-,-,-,-
'142:08:08.112',-,0.011,-,-,-,-,-,-,-
'142:08:08.120',-,0.011,-,-,-,-,-,-,-
'142:08:08.128',-,0.011,-,-,-,-,-,-,-
'142:08:08.136',-,0.000,-,-,-,-,-,-,-
'142:08:08.144',-,0.000,-,-,-,-,-,-,-
'142:08:08.152',-,0.000,-,-,-,-,-,-,-
'142:08:08.160',-,0.000,-,-,-,-,-,-,-
'142:08:08.168',-,0.000,-,-,-,-,-,-,-
'142:08:08.176',-,0.000,-,-,-,-,-,-,-
'142:08:08.184',-,-0.011,-,-,-,-,-,-,-
'142:08:08.192',-,0.000,-,-,-,-,-,-,-
'142:08:08.200',-,0.000,-,-,-,-,-,-,-
'142:08:08.208',-,-0.011,-,-,-,-,-,-,-
'142:08:08.216',-,-0.011,-,-,-,-,-,-,-
'142:08:08.224',-,-0.011,-,-,-,-,-,-,-
'142:08:08.232',-,-0.011,-,-,-,-,-,-,-
'142:08:08.240',-,-0.011,-,-,-,-,-,-,-
'142:08:08.248',-,-0.011,-,-,-,-,-,-,-
'142:08:08.256',-,-0.011,-,-,-,-,-,-,-
'142:08:08.264',-,-0.011,-,-,-,-,-,-,-
'142:08:08.272',-,0.000,-,-,-,-,-,-,-
'142:08:08.280',-,0.000,-,-,-,-,-,-,-
'142:08:08.288',-,0.011,-,-,-,-,-,-,-
'142:08:08.296',-,0.011,-,-,-,-,-,-,-
'142:08:08.304',-,0.011,-,-,-,-,-,-,-
'142:08:08.312',-,0.011,-,-,-,-,-,-,-
'142:08:08.320',-,0.011,-,-,-,-,-,-,-
'142:08:08.328',-,0.000,-,-,-,-,-,-,-
'142:08:08.336',-,0.000,-,-,-,-,-,-,-
'142:08:08.344',-,0.000,-,-,-,-,-,-,-
'142:08:08.352',-,-0.011,-,-,-,-,-,-,-
'142:08:08.360',-,0.000,-,-,-,-,-,-,-
'142:08:08.368',-,-0.011,-,-,-,-,-,-,-
'142:08:08.376',-,-0.023,-,-,-,-,-,-,-
'142:08:08.384',-,-0.034,-,-,-,-,-,-,-
'142:08:08.392',-,-0.034,-,-,-,-,-,-,-
'142:08:08.400',-,-0.034,-,-,-,-,-,-,-
'142:08:08.408',-,-0.034,-,-,-,-,-,-,-
'142:08:08.416',-,-0.023,-,-,-,-,-,-,-
'142:08:08.424',-,-0.023,-,-,-,-,-,-,-
'142:08:08.432',-,-0.034,-,-,-,-,-,-,-
'142:08:08.440',-,-0.023,-,-,-,-,-,-,-
'142:08:08.448',-,-0.011,-,-,-,-,-,-,-
'142:08:08.456',-,-0.011,-,-,-,-,-,-,-
'142:08:08.464',-,0.000,-,-,-,-,-,-,-
'142:08:08.472',-,0.069,-,-,-,-,-,-,-
'142:08:08.480',-,0.253,-,-,-,-,-,-,-
'142:08:08.488',-,0.414,-,-,-,-,-,-,-
'142:08:08.496',-,0.437,-,-,-,-,-,-,-
'142:08:08.504',-,0.253,-,-,-,-,-,-,-
'142:08:08.512',-,0.126,-,-,-,-,-,-,-
'142:08:08.520',-,0.080,-,-,-,-,-,-,-
'142:08:08.528',-,0.057,-,-,-,-,-,-,-
'142:08:08.536',-,-0.011,-,-,-,-,-,-,-
'142:08:08.544',-,-0.080,-,-,-,-,-,-,-
'142:08:08.552',-,-0.126,-,-,-,-,-,-,-
'142:08:08.560',-,-0.115,-,-,-,-,-,-,-
'142:08:08.568',-,-0.080,-,-,-,-,-,-,-
'142:08:08.576',-,-0.057,-,-,-,-,-,-,-
'142:08:08.584',-,-0.057,-,-,-,-,-,-,-
'142:08:08.592',-,-0.034,-,-,-,-,-,-,-
'142:08:08.600',-,-0.034,-,-,-,-,-,-,-
'142:08:08.608',-,-0.034,-,-,-,-,-,-,-
'142:08:08.616',-,-0.023,-,-,-,-,-,-,-
'142:08:08.624',-,-0.023,-,-,-,-,-,-,-
'142:08:08.632',-,-0.023,-,-,-,-,-,-,-
'142:08:08.640',-,-0.023,-,-,-,-,-,-,-
'142:08:08.648',-,-0.023,-,-,-,-,-,-,-
'142:08:08.656',-,-0.034,-,-,-,-,-,-,-
'142:08:08.664',-,-0.034,-,-,-,-,-,-,-
'142:08:08.672',-,-0.023,-,-,-,-,-,-,-
'142:08:08.680',-,-0.011,-,-,-,-,-,-,-
'142:08:08.688',-,-0.011,-,-,-,-,-,-,-
'142:08:08.696',-,-0.011,-,-,-,-,-,-,-
'142:08:08.704',-,0.000,-,-,-,-,-,-,-
'142:08:08.712',-,0.011,-,-,-,-,-,-,-
'142:08:08.720',-,0.023,-,-,-,-,-,-,-
'142:08:08.728',-,0.034,-,-,-,-,-,-,-
'142:08:08.736',-,0.069,-,-,-,-,-,-,-
'142:08:08.744',-,0.069,-,-,-,-,-,-,-
'142:08:08.752',-,0.069,-,-,-,-,-,-,-
'142:08:08.760',-,0.069,-,-,-,-,-,-,-
'142:08:08.768',-,0.069,-,-,-,-,-,-,-
'142:08:08.776',-,0.057,-,-,-,-,-,-,-
'142:08:08.784',-,0.034,-,-,-,-,-,-,-
'142:08:08.792',-,0.011,-,-,-,-,-,-,-
'142:08:08.800',-,0.011,-,-,-,-,-,-,-
'142:08:08.808',-,0.000,-,-,-,-,-,-,-
'142:08:08.816',-,0.000,-,-,-,-,-,-,-
'142:08:08.824',-,-0.011,-,-,-,-,-,-,-
'142:08:08.832',-,0.000,-,-,-,-,-,-,-
'142:08:08.840',-,0.000,-,-,-,-,-,-,-
'142:08:08.848',-,0.000,-,-,-,-,-,-,-
'142:08:08.856',-,0.000,-,-,-,-,-,-,-
'142:08:08.864',-,0.000,-,-,-,-,-,-,-
'142:08:08.872',-,0.000,-,-,-,-,-,-,-
'142:08:08.880',-,0.000,-,-,-,-,-,-,-
'142:08:08.888',-,0.000,-,-,-,-,-,-,-
'142:08:08.896',-,0.000,-,-,-,-,-,-,-
'142:08:08.904',-,0.000,-,-,-,-,-,-,-
'142:08:08.912',-,-0.011,-,-,-,-,-,-,-
'142:08:08.920',-,-0.011,-,-,-,-,-,-,-
'142:08:08.928',-,-0.023,-,-,-,-,-,-,-
'142:08:08.936',-,-0.023,-,-,-,-,-,-,-
'142:08:08.944',-,-0.034,-,-,-,-,-,-,-
'142:08:08.952',-,-0.057,-,-,-,-,-,-,-
'142:08:08.960',-,-0.057,-,-,-,-,-,-,-
'142:08:08.968',-,-0.057,-,-,-,-,-,-,-
'142:08:08.976',-,-0.023,-,-,-,-,-,-,-
'142:08:08.984',-,0.000,-,-,-,-,-,-,-
'142:08:08.992',-,0.069,-,-,-,-,-,-,-
'142:08:09.000',-,0.207,-,-,-,-,-,-,-
'142:08:09.008',-,0.368,-,-,-,-,-,-,-
'142:08:09.016',-,0.540,-,-,-,-,-,-,-
'142:08:09.024',-,0.586,-,-,-,-,-,-,-
'142:08:09.032',-,0.448,-,-,-,-,-,-,-
'142:08:09.040',-,0.264,-,-,-,-,-,-,-
'142:08:09.048',-,0.115,-,-,-,-,-,-,-
'142:08:09.056',-,0.023,-,-,-,-,-,-,-
'142:08:09.064',-,-0.023,-,-,-,-,-,-,-
'142:08:09.072',-,-0.023,-,-,-,-,-,-,-
'142:08:09.080',-,-0.011,-,-,-,-,-,-,-
'142:08:09.088',-,0.000,-,-,-,-,-,-,-
'142:08:09.096',-,0.023,-,-,-,-,-,-,-
'142:08:09.104',-,0.069,-,-,-,-,-,-,-
'142:08:09.112',-,0.149,-,-,-,-,-,-,-
'142:08:09.120',-,0.287,-,-,-,-,-,-,-
'142:08:09.128',-,0.414,-,-,-,-,-,-,-
'142:08:09.136',-,0.506,-,-,-,-,-,-,-
'142:08:09.144',-,0.552,-,-,-,-,-,-,-
'142:08:09.152',-,0.598,-,-,-,-,-,-,-
'142:08:09.160',-,0.621,-,-,-,-,-,-,-
'142:08:09.168',-,0.529,-,-,-,-,-,-,-
'142:08:09.176',-,0.437,-,-,-,-,-,-,-
'142:08:09.184',-,0.356,-,-,-,-,-,-,-
'142:08:09.192',-,0.345,-,-,-,-,-,-,-
'142:08:09.200',-,0.506,-,-,-,-,-,-,-
'142:08:09.208',-,0.678,-,-,-,-,-,-,-
'142:08:09.216',-,0.690,-,-,-,-,-,-,-
'142:08:09.224',-,0.540,-,-,-,-,-,-,-
'142:08:09.232',-,0.437,-,-,-,-,-,-,-
'142:08:09.240',-,0.402,-,-,-,-,-,-,-
'142:08:09.248',-,0.368,-,-,-,-,-,-,-
'142:08:09.256',-,0.310,-,-,-,-,-,-,-
'142:08:09.264',-,0.264,-,-,-,-,-,-,-
'142:08:09.272',-,0.241,-,-,-,-,-,-,-
'142:08:09.280',-,0.241,-,-,-,-,-,-,-
'142:08:09.288',-,0.218,-,-,-,-,-,-,-
'142:08:09.296',-,0.172,-,-,-,-,-,-,-
'142:08:09.304',-,0.126,-,-,-,-,-,-,-
'142:08:09.312',-,0.103,-,-,-,-,-,-,-
'142:08:09.320',-,0.057,-,-,-,-,-,-,-
'142:08:09.328',-,0.023,-,-,-,-,-,-,-
'142:08:09.336',-,0.011,-,-,-,-,-,-,-
'142:08:09.344',-,-0.011,-,-,-,-,-,-,-
'142:08:09.352',-,-0.023,-,-,-,-,-,-,-
'142:08:09.360',-,-0.034,-,-,-,-,-,-,-
'142:08:09.368',-,-0.057,-,-,-,-,-,-,-
'142:08:09.376',-,-0.080,-,-,-,-,-,-,-
'142:08:09.384',-,-0.080,-,-,-,-,-,-,-
'142:08:09.392',-,-0.080,-,-,-,-,-,-,-
'142:08:09.400',-,-0.080,-,-,-,-,-,-,-
'142:08:09.408',-,-0.069,-,-,-,-,-,-,-
'142:08:09.416',-,-0.069,-,-,-,-,-,-,-
'142:08:09.424',-,-0.057,-,-,-,-,-,-,-
'142:08:09.432',-,-0.057,-,-,-,-,-,-,-
'142:08:09.440',-,-0.057,-,-,-,-,-,-,-
'142:08:09.448',-,-0.057,-,-,-,-,-,-,-
'142:08:09.456',-,-0.057,-,-,-,-,-,-,-
'142:08:09.464',-,-0.057,-,-,-,-,-,-,-
'142:08:09.472',-,-0.057,-,-,-,-,-,-,-
'142:08:09.480',-,-0.034,-,-,-,-,-,-,-
'142:08:09.488',-,-0.034,-,-,-,-,-,-,-
'142:08:09.496',-,-0.057,-,-,-,-,-,-,-
'142:08:09.504',-,-0.069,-,-,-,-,-,-,-
'142:08:09.512',-,-0.080,-,-,-,-,-,-,-
'142:08:09.520',-,-0.103,-,-,-,-,-,-,-
'142:08:09.528',-,-0.115,-,-,-,-,-,-,-
'142:08:09.536',-,-0.115,-,-,-,-,-,-,-
'142:08:09.544',-,-0.126,-,-,-,-,-,-,-
'142:08:09.552',-,-0.149,-,-,-,-,-,-,-
'142:08:09.560',-,-0.149,-,-,-,-,-,-,-
'142:08:09.568',-,-0.149,-,-,-,-,-,-,-
'142:08:09.576',-,-0.149,-,-,-,-,-,-,-
'142:08:09.584',-,-0.161,-,-,-,-,-,-,-
'142:08:09.592',-,-0.161,-,-,-,-,-,-,-
'142:08:09.600',-,-0.161,-,-,-,-,-,-,-
'142:08:09.608',-,-0.161,-,-,-,-,-,-,-
'142:08:09.616',-,-0.161,-,-,-,-,-,-,-
'142:08:09.624',-,-0.161,-,-,-,-,-,-,-
'142:08:09.632',-,-0.149,-,-,-,-,-,-,-
'142:08:09.640',-,-0.126,-,-,-,-,-,-,-
'142:08:09.648',-,-0.115,-,-,-,-,-,-,-
'142:08:09.656',-,-0.103,-,-,-,-,-,-,-
'142:08:09.664',-,-0.080,-,-,-,-,-,-,-
'142:08:09.672',-,-0.069,-,-,-,-,-,-,-
'142:08:09.680',-,-0.057,-,-,-,-,-,-,-
'142:08:09.688',-,-0.023,-,-,-,-,-,-,-
'142:08:09.696',-,-0.011,-,-,-,-,-,-,-
'142:08:09.704',-,-0.011,-,-,-,-,-,-,-
'142:08:09.712',-,0.000,-,-,-,-,-,-,-
'142:08:09.720',-,0.000,-,-,-,-,-,-,-
'142:08:09.728',-,-0.023,-,-,-,-,-,-,-
'142:08:09.736',-,-0.034,-,-,-,-,-,-,-
'142:08:09.744',-,-0.057,-,-,-,-,-,-,-
'142:08:09.752',-,-0.080,-,-,-,-,-,-,-
'142:08:09.760',-,-0.103,-,-,-,-,-,-,-
'142:08:09.768',-,-0.115,-,-,-,-,-,-,-
'142:08:09.776',-,-0.126,-,-,-,-,-,-,-
'142:08:09.784',-,-0.149,-,-,-,-,-,-,-
'142:08:09.792',-,-0.149,-,-,-,-,-,-,-
'142:08:09.800',-,-0.149,-,-,-,-,-,-,-
'142:08:09.808',-,-0.149,-,-,-,-,-,-,-
'142:08:09.816',-,-0.149,-,-,-,-,-,-,-
'142:08:09.824',-,-0.126,-,-,-,-,-,-,-
'142:08:09.832',-,-0.126,-,-,-,-,-,-,-
'142:08:09.840',-,-0.126,-,-,-,-,-,-,-
'142:08:09.848',-,-0.126,-,-,-,-,-,-,-
'142:08:09.856',-,-0.115,-,-,-,-,-,-,-
'142:08:09.864',-,-0.103,-,-,-,-,-,-,-
'142:08:09.872',-,-0.069,-,-,-,-,-,-,-
'142:08:09.880',-,0.069,-,-,-,-,-,-,-
'142:08:09.888',-,0.264,-,-,-,-,-,-,-
'142:08:09.896',-,0.322,-,-,-,-,-,-,-
'142:08:09.904',-,0.172,-,-,-,-,-,-,-
'142:08:09.912',-,0.034,-,-,-,-,-,-,-
'142:08:09.920',-,-0.011,-,-,-,-,-,-,-
'142:08:09.928',-,-0.023,-,-,-,-,-,-,-
'142:08:09.936',-,-0.080,-,-,-,-,-,-,-
'142:08:09.944',-,-0.172,-,-,-,-,-,-,-
'142:08:09.952',-,-0.218,-,-,-,-,-,-,-
'142:08:09.960',-,-0.241,-,-,-,-,-,-,-
'142:08:09.968',-,-0.195,-,-,-,-,-,-,-
'142:08:09.976',-,-0.161,-,-,-,-,-,-,-
'142:08:09.984',-,-0.149,-,-,-,-,-,-,-
'142:08:09.992',-,-0.126,-,-,-,-,-,-,-
'142:08:10.000',-,-0.115,-,-,-,-,-,-,-
'142:08:10.008',-,-0.115,-,-,-,-,-,-,-
'142:08:10.016',-,-0.103,-,-,-,-,-,-,-
'142:08:10.024',-,-0.103,-,-,-,-,-,-,-
'142:08:10.032',-,-0.103,-,-,-,-,-,-,-
'142:08:10.040',-,-0.103,-,-,-,-,-,-,-
'142:08:10.048',-,-0.103,-,-,-,-,-,-,-
'142:08:10.056',-,-0.103,-,-,-,-,-,-,-
'142:08:10.064',-,-0.080,-,-,-,-,-,-,-
'142:08:10.072',-,-0.080,-,-,-,-,-,-,-
'142:08:10.080',-,-0.069,-,-,-,-,-,-,-
'142:08:10.088',-,-0.057,-,-,-,-,-,-,-
'142:08:10.096',-,-0.057,-,-,-,-,-,-,-
'142:08:10.104',-,-0.034,-,-,-,-,-,-,-
'142:08:10.112',-,-0.023,-,-,-,-,-,-,-
