'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP'
'142:11:19.656',-,0.034,-,-,-,-,-,-,-
'142:11:19.664',-,0.069,-,-,-,-,-,-,-
'142:11:19.672',-,0.069,-,-,-,-,-,-,-
'142:11:19.680',-,0.080,-,-,-,-,-,-,-
'142:11:19.688',-,0.080,-,-,-,-,-,-,-
'142:11:19.696',-,0.069,-,-,-,-,-,-,-
'142:11:19.704',-,0.057,-,-,-,-,-,-,-
'142:11:19.712',-,0.034,-,-,-,-,-,-,-
'142:11:19.720',-,0.023,-,-,-,-,-,-,-
'142:11:19.728',-,0.011,-,-,-,-,-,-,-
'142:11:19.736',-,0.011,-,-,-,-,-,-,-
'142:11:19.744',-,0.000,-,-,-,-,-,-,-
'142:11:19.752',-,0.000,-,-,-,-,-,-,-
'142:11:19.760',-,-0.011,-,-,-,-,-,-,-
'142:11:19.768',-,-0.011,-,-,-,-,-,-,-
'142:11:19.776',-,-0.011,-,-,-,-,-,-,-
'142:11:19.784',-,-0.011,-,-,-,-,-,-,-
'142:11:19.792',-,-0.011,-,-,-,-,-,-,-
'142:11:19.800',-,-0.011,-,-,-,-,-,-,-
'142:11:19.808',-,-0.023,-,-,-,-,-,-,-
'142:11:19.816',-,-0.023,-,-,-,-,-,-,-
'142:11:19.824',-,-0.023,-,-,-,-,-,-,-
'142:11:19.832',-,-0.023,-,-,-,-,-,-,-
'142:11:19.840',-,-0.023,-,-,-,-,-,-,-
'142:11:19.848',-,-0.023,-,-,-,-,-,-,-
'142:11:19.856',-,-0.023,-,-,-,-,-,-,-
'142:11:19.864',-,-0.023,-,-,-,-,-,-,-
'142:11:19.872',-,-0.011,-,-,-,-,-,-,-
'142:11:19.880',-,-0.011,-,-,-,-,-,-,-
'142:11:19.888',-,0.000,-,-,-,-,-,-,-
'142:11:19.896',-,0.000,-,-,-,-,-,-,-
'142:11:19.904',-,0.011,-,-,-,-,-,-,-
'142:11:19.912',-,0.011,-,-,-,-,-,-,-
'142:11:19.920',-,0.011,-,-,-,-,-,-,-
'142:11:19.928',-,0.011,-,-,-,-,-,-,-
'142:11:19.936',-,0.000,-,-,-,-,-,-,-
'142:11:19.944',-,0.000,-,-,-,-,-,-,-
'142:11:19.952',-,0.011,-,-,-,-,-,-,-
'142:11:19.960',-,0.000,-,-,-,-,-,-,-
'142:11:19.968',-,0.000,-,-,-,-,-,-,-
'142:11:19.976',-,0.000,-,-,-,-,-,-,-
'142:11:19.984',-,0.000,-,-,-,-,-,-,-
'142:11:19.992',-,-0.011,-,-,-,-,-,-,-
'142:11:20.000',-,-0.023,-,-,-,-,-,-,-
'142:11:20.008',-,-0.023,-,-,-,-,-,-,-
'142:11:20.016',-,-0.034,-,-,-,-,-,-,-
'142:11:20.024',-,-0.023,-,-,-,-,-,-,-
'142:11:20.032',-,-0.023,-,-,-,-,-,-,-
'142:11:20.040',-,-0.023,-,-,-,-,-,-,-
'142:11:20.048',-,-0.023,-,-,-,-,-,-,-
'142:11:20.056',-,-0.023,-,-,-,-,-,-,-
'142:11:20.064',-,-0.011,-,-,-,-,-,-,-
'142:11:20.072',-,-0.011,-,-,-,-,-,-,-
'142:11:20.080',-,0.000,-,-,-,-,-,-,-
'142:11:20.088',-,0.011,-,-,-,-,-,-,-
'142:11:20.096',-,0.080,-,-,-,-,-,-,-
'142:11:20.104',-,0.253,-,-,-,-,-,-,-
'142:11:20.112',-,0.414,-,-,-,-,-,-,-
'142:11:20.120',-,0.437,-,-,-,-,-,-,-
'142:11:20.128',-,0.241,-,-,-,-,-,-,-
'142:11:20.136',-,0.126,-,-,-,-,-,-,-
'142:11:20.144',-,0.080,-,-,-,-,-,-,-
'142:11:20.152',-,0.057,-,-,-,-,-,-,-
'142:11:20.160',-,0.000,-,-,-,-,-,-,-
'142:11:20.168',-,-0.069,-,-,-,-,-,-,-
'142:11:20.176',-,-0.126,-,-,-,-,-,-,-
'142:11:20.184',-,-0.126,-,-,-,-,-,-,-
'142:11:20.192',-,-0.103,-,-,-,-,-,-,-
'142:11:20.200',-,-0.069,-,-,-,-,-,-,-
'142:11:20.208',-,-0.057,-,-,-,-,-,-,-
'142:11:20.216',-,-0.057,-,-,-,-,-,-,-
'142:11:20.224',-,-0.034,-,-,-,-,-,-,-
'142:11:20.232',-,-0.034,-,-,-,-,-,-,-
'142:11:20.240',-,-0.034,-,-,-,-,-,-,-
'142:11:20.248',-,-0.034,-,-,-,-,-,-,-
'142:11:20.256',-,-0.034,-,-,-,-,-,-,-
'142:11:20.264',-,-0.034,-,-,-,-,-,-,-
'142:11:20.272',-,-0.023,-,-,-,-,-,-,-
'142:11:20.280',-,-0.023,-,-,-,-,-,-,-
'142:11:20.288',-,-0.023,-,-,-,-,-,-,-
'142:11:20.296',-,-0.023,-,-,-,-,-,-,-
'142:11:20.304',-,-0.011,-,-,-,-,-,-,-
'142:11:20.312',-,-0.011,-,-,-,-,-,-,-
'142:11:20.320',-,0.000,-,-,-,-,-,-,-
'142:11:20.328',-,0.000,-,-,-,-,-,-,-
'142:11:20.336',-,0.011,-,-,-,-,-,-,-
'142:11:20.344',-,0.023,-,-,-,-,-,-,-
'142:11:20.352',-,0.034,-,-,-,-,-,-,-
'142:11:20.360',-,0.057,-,-,-,-,-,-,-
'142:11:20.368',-,0.069,-,-,-,-,-,-,-
'142:11:20.376',-,0.080,-,-,-,-,-,-,-
'142:11:20.384',-,0.080,-,-,-,-,-,-,-
'142:11:20.392',-,0.080,-,-,-,-,-,-,-
'142:11:20.400',-,0.069,-,-,-,-,-,-,-
'142:11:20.408',-,0.057,-,-,-,-,-,-,-
'142:11:20.416',-,0.034,-,-,-,-,-,-,-
'142:11:20.424',-,0.023,-,-,-,-,-,-,-
'142:11:20.432',-,0.011,-,-,-,-,-,-,-
'142:11:20.440',-,0.000,-,-,-,-,-,-,-
'142:11:20.448',-,0.000,-,-,-,-,-,-,-
'142:11:20.456',-,0.000,-,-,-,-,-,-,-
'142:11:20.464',-,-0.011,-,-,-,-,-,-,-
'142:11:20.472',-,-0.011,-,-,-,-,-,-,-
'142:11:20.480',-,-0.011,-,-,-,-,-,-,-
'142:11:20.488',-,-0.011,-,-,-,-,-,-,-
'142:11:20.496',-,-0.011,-,-,-,-,-,-,-
'142:11:20.504',-,-0.011,-,-,-,-,-,-,-
'142:11:20.512',-,-0.011,-,-,-,-,-,-,-
'142:11:20.520',-,-0.011,-,-,-,-,-,-,-
'142:11:20.528',-,-0.011,-,-,-,-,-,-,-
'142:11:20.536',-,-0.011,-,-,-,-,-,-,-
'142:11:20.544',-,-0.011,-,-,-,-,-,-,-
'142:11:20.552',-,-0.011,-,-,-,-,-,-,-
'142:11:20.560',-,-0.011,-,-,-,-,-,-,-
'142:11:20.568',-,-0.011,-,-,-,-,-,-,-
'142:11:20.576',-,0.000,-,-,-,-,-,-,-
'142:11:20.584',-,0.011,-,-,-,-,-,-,-
'142:11:20.592',-,0.011,-,-,-,-,-,-,-
'142:11:20.600',-,0.011,-,-,-,-,-,-,-
'142:11:20.608',-,0.011,-,-,-,-,-,-,-
'142:11:20.616',-,0.011,-,-,-,-,-,-,-
'142:11:20.624',-,0.011,-,-,-,-,-,-,-
'142:11:20.632',-,0.000,-,-,-,-,-,-,-
'142:11:20.640',-,0.000,-,-,-,-,-,-,-
'142:11:20.648',-,0.000,-,-,-,-,-,-,-
'142:11:20.656',-,0.000,-,-,-,-,-,-,-
'142:11:20.664',-,0.000,-,-,-,-,-,-,-
'142:11:20.672',-,-0.011,-,-,-,-,-,-,-
'142:11:20.680',-,-0.023,-,-,-,-,-,-,-
'142:11:20.688',-,-0.023,-,-,-,-,-,-,-
'142:11:20.696',-,-0.034,-,-,-,-,-,-,-
'142:11:20.704',-,-0.034,-,-,-,-,-,-,-
'142:11:20.712',-,-0.023,-,-,-,-,-,-,-
'142:11:20.720',-,-0.023,-,-,-,-,-,-,-
'142:11:20.728',-,-0.023,-,-,-,-,-,-,-
'142:11:20.736',-,-0.011,-,-,-,-,-,-,-
'142:11:20.744',-,-0.011,-,-,-,-,-,-,-
'142:11:20.752',-,-0.011,-,-,-,-,-,-,-
'142:11:20.760',-,-0.011,-,-,-,-,-,-,-
'142:11:20.768',-,0.000,-,-,-,-,-,-,-
'142:11:20.776',-,0.023,-,-,-,-,-,-,-
'142:11:20.784',-,0.126,-,-,-,-,-,-,-
'142:11:20.792',-,0.322,-,-,-,-,-,-,-
'142:11:20.800',-,0.437,-,-,-,-,-,-,-
'142:11:20.808',-,0.345,-,-,-,-,-,-,-
'142:11:20.816',-,0.195,-,-,-,-,-,-,-
'142:11:20.824',-,0.103,-,-,-,-,-,-,-
'142:11:20.832',-,0.069,-,-,-,-,-,-,-
'142:11:20.840',-,0.034,-,-,-,-,-,-,-
'142:11:20.848',-,-0.023,-,-,-,-,-,-,-
'142:11:20.856',-,-0.103,-,-,-,-,-,-,-
'142:11:20.864',-,-0.126,-,-,-,-,-,-,-
'142:11:20.872',-,-0.126,-,-,-,-,-,-,-
'142:11:20.880',-,-0.080,-,-,-,-,-,-,-
'142:11:20.888',-,-0.069,-,-,-,-,-,-,-
'142:11:20.896',-,-0.057,-,-,-,-,-,-,-
'142:11:20.904',-,-0.034,-,-,-,-,-,-,-
'142:11:20.912',-,-0.034,-,-,-,-,-,-,-
'142:11:20.920',-,-0.034,-,-,-,-,-,-,-
'142:11:20.928',-,-0.034,-,-,-,-,-,-,-
'142:11:20.936',-,-0.023,-,-,-,-,-,-,-
'142:11:20.944',-,-0.023,-,-,-,-,-,-,-
'142:11:20.952',-,-0.023,-,-,-,-,-,-,-
'142:11:20.960',-,-0.023,-,-,-,-,-,-,-
'142:11:20.968',-,-0.023,-,-,-,-,-,-,-
'142:11:20.976',-,-0.011,-,-,-,-,-,-,-
'142:11:20.984',-,-0.011,-,-,-,-,-,-,-
'142:11:20.992',-,-0.011,-,-,-,-,-,-,-
'142:11:21.000',-,0.000,-,-,-,-,-,-,-
'142:11:21.008',-,0.000,-,-,-,-,-,-,-
'142:11:21.016',-,0.011,-,-,-,-,-,-,-
'142:11:21.024',-,0.023,-,-,-,-,-,-,-
'142:11:21.032',-,0.034,-,-,-,-,-,-,-
'142:11:21.040',-,0.057,-,-,-,-,-,-,-
'142:11:21.048',-,0.069,-,-,-,-,-,-,-
'142:11:21.056',-,0.080,-,-,-,-,-,-,-
'142:11:21.064',-,0.080,-,-,-,-,-,-,-
'142:11:21.072',-,0.080,-,-,-,-,-,-,-
'142:11:21.080',-,0.069,-,-,-,-,-,-,-
'142:11:21.088',-,0.057,-,-,-,-,-,-,-
'142:11:21.096',-,0.034,-,-,-,-,-,-,-
'142:11:21.104',-,0.023,-,-,-,-,-,-,-
'142:11:21.112',-,0.011,-,-,-,-,-,-,-
'142:11:21.120',-,0.000,-,-,-,-,-,-,-
'142:11:21.128',-,0.000,-,-,-,-,-,-,-
'142:11:21.136',-,0.000,-,-,-,-,-,-,-
'142:11:21.144',-,-0.011,-,-,-,-,-,-,-
'142:11:21.152',-,-0.011,-,-,-,-,-,-,-
'142:11:21.160',-,-0.011,-,-,-,-,-,-,-
'142:11:21.168',-,-0.011,-,-,-,-,-,-,-
'142:11:21.176',-,-0.011,-,-,-,-,-,-,-
'142:11:21.184',-,-0.023,-,-,-,-,-,-,-
'142:11:21.192',-,-0.023,-,-,-,-,-,-,-
'142:11:21.200',-,-0.023,-,-,-,-,-,-,-
'142:11:21.208',-,-0.023,-,-,-,-,-,-,-
'142:11:21.216',-,-0.023,-,-,-,-,-,-,-
'142:11:21.224',-,-0.011,-,-,-,-,-,-,-
'142:11:21.232',-,-0.011,-,-,-,-,-,-,-
'142:11:21.240',-,0.000,-,-,-,-,-,-,-
'142:11:21.248',-,0.000,-,-,-,-,-,-,-
'142:11:21.256',-,0.011,-,-,-,-,-,-,-
'142:11:21.264',-,0.011,-,-,-,-,-,-,-
'142:11:21.272',-,0.011,-,-,-,-,-,-,-
'142:11:21.280',-,0.011,-,-,-,-,-,-,-
'142:11:21.288',-,0.011,-,-,-,-,-,-,-
'142:11:21.296',-,0.011,-,-,-,-,-,-,-
'142:11:21.304',-,0.000,-,-,-,-,-,-,-
'142:11:21.312',-,0.000,-,-,-,-,-,-,-
'142:11:21.320',-,-0.011,-,-,-,-,-,-,-
'142:11:21.328',-,-0.011,-,-,-,-,-,-,-
'142:11:21.336',-,-0.023,-,-,-,-,-,-,-
'142:11:21.344',-,-0.023,-,-,-,-,-,-,-
'142:11:21.352',-,-0.034,-,-,-,-,-,-,-
'142:11:21.360',-,-0.034,-,-,-,-,-,-,-
'142:11:21.368',-,-0.034,-,-,-,-,-,-,-
'142:11:21.376',-,-0.034,-,-,-,-,-,-,-
'142:11:21.384',-,-0.023,-,-,-,-,-,-,-
'142:11:21.392',-,-0.023,-,-,-,-,-,-,-
'142:11:21.400',-,-0.023,-,-,-,-,-,-,-
'142:11:21.408',-,-0.023,-,-,-,-,-,-,-
'142:11:21.416',-,-0.011,-,-,-,-,-,-,-
'142:11:21.424',-,-0.011,-,-,-,-,-,-,-
'142:11:21.432',-,0.000,-,-,-,-,-,-,-
'142:11:21.440',-,0.023,-,-,-,-,-,-,-
'142:11:21.448',-,0.115,-,-,-,-,-,-,-
'142:11:21.456',-,0.310,-,-,-,-,-,-,-
'142:11:21.464',-,0.437,-,-,-,-,-,-,-
'142:11:21.472',-,0.437,-,-,-,-,-,-,-
'142:11:21.480',-,0.195,-,-,-,-,-,-,-
'142:11:21.488',-,0.103,-,-,-,-,-,-,-
'142:11:21.496',-,0.057,-,-,-,-,-,-,-
'142:11:21.504',-,0.023,-,-,-,-,-,-,-
'142:11:21.512',-,-0.034,-,-,-,-,-,-,-
'142:11:21.520',-,-0.103,-,-,-,-,-,-,-
'142:11:21.528',-,-0.126,-,-,-,-,-,-,-
'142:11:21.536',-,-0.115,-,-,-,-,-,-,-
'142:11:21.544',-,-0.080,-,-,-,-,-,-,-
'142:11:21.552',-,-0.069,-,-,-,-,-,-,-
'142:11:21.560',-,-0.057,-,-,-,-,-,-,-
'142:11:21.568',-,-0.034,-,-,-,-,-,-,-
'142:11:21.576',-,-0.034,-,-,-,-,-,-,-
'142:11:21.584',-,-0.034,-,-,-,-,-,-,-
'142:11:21.592',-,-0.034,-,-,-,-,-,-,-
'142:11:21.600',-,-0.034,-,-,-,-,-,-,-
'142:11:21.608',-,-0.023,-,-,-,-,-,-,-
'142:11:21.616',-,-0.023,-,-,-,-,-,-,-
'142:11:21.624',-,-0.023,-,-,-,-,-,-,-
'142:11:21.632',-,-0.011,-,-,-,-,-,-,-
'142:11:21.640',-,-0.011,-,-,-,-,-,-,-
'142:11:21.648',-,-0.011,-,-,-,-,-,-,-
'142:11:21.656',-,-0.011,-,-,-,-,-,-,-
'142:11:21.664',-,0.000,-,-,-,-,-,-,-
'142:11:21.672',-,0.000,-,-,-,-,-,-,-
'142:11:21.680',-,0.011,-,-,-,-,-,-,-
'142:11:21.688',-,0.023,-,-,-,-,-,-,-
'142:11:21.696',-,0.034,-,-,-,-,-,-,-
'142:11:21.704',-,0.069,-,-,-,-,-,-,-
'142:11:21.712',-,0.080,-,-,-,-,-,-,-
'142:11:21.720',-,0.080,-,-,-,-,-,-,-
'142:11:21.728',-,0.103,-,-,-,-,-,-,-
'142:11:21.736',-,0.103,-,-,-,-,-,-,-
'142:11:21.744',-,0.080,-,-,-,-,-,-,-
'142:11:21.752',-,0.069,-,-,-,-,-,-,-
'142:11:21.760',-,0.034,-,-,-,-,-,-,-
'142:11:21.768',-,0.023,-,-,-,-,-,-,-
'142:11:21.776',-,0.011,-,-,-,-,-,-,-
'142:11:21.784',-,0.011,-,-,-,-,-,-,-
'142:11:21.792',-,0.000,-,-,-,-,-,-,-
'142:11:21.800',-,0.000,-,-,-,-,-,-,-
'142:11:21.808',-,-0.011,-,-,-,-,-,-,-
'142:11:21.816',-,-0.011,-,-,-,-,-,-,-
'142:11:21.824',-,-0.011,-,-,-,-,-,-,-
'142:11:21.832',-,-0.011,-,-,-,-,-,-,-
'142:11:21.840',-,-0.011,-,-,-,-,-,-,-
'142:11:21.848',-,-0.011,-,-,-,-,-,-,-
'142:11:21.856',-,-0.011,-,-,-,-,-,-,-
'142:11:21.864',-,-0.011,-,-,-,-,-,-,-
'142:11:21.872',-,-0.023,-,-,-,-,-,-,-
'142:11:21.880',-,-0.023,-,-,-,-,-,-,-
'142:11:21.888',-,-0.011,-,-,-,-,-,-,-
'142:11:21.896',-,-0.011,-,-,-,-,-,-,-
'142:11:21.904',-,-0.023,-,-,-,-,-,-,-
'142:11:21.912',-,-0.011,-,-,-,-,-,-,-
'142:11:21.920',-,-0.011,-,-,-,-,-,-,-
'142:11:21.928',-,0.000,-,-,-,-,-,-,-
'142:11:21.936',-,0.011,-,-,-,-,-,-,-
'142:11:21.944',-,0.011,-,-,-,-,-,-,-
'142:11:21.952',-,0.011,-,-,-,-,-,-,-
'142:11:21.960',-,0.011,-,-,-,-,-,-,-
'142:11:21.968',-,0.011,-,-,-,-,-,-,-
'142:11:21.976',-,0.011,-,-,-,-,-,-,-
'142:11:21.984',-,0.011,-,-,-,-,-,-,-
'142:11:21.992',-,0.011,-,-,-,-,-,-,-
'142:11:22.000',-,0.000,-,-,-,-,-,-,-
'142:11:22.008',-,0.000,-,-,-,-,-,-,-
'142:11:22.016',-,0.000,-,-,-,-,-,-,-
'142:11:22.024',-,-0.011,-,-,-,-,-,-,-
'142:11:22.032',-,-0.023,-,-,-,-,-,-,-
'142:11:22.040',-,-0.011,-,-,-,-,-,-,-
'142:11:22.048',-,-0.011,-,-,-,-,-,-,-
'142:11:22.056',-,-0.011,-,-,-,-,-,-,-
'142:11:22.064',-,-0.011,-,-,-,-,-,-,-
'142:11:22.072',-,0.000,-,-,-,-,-,-,-
'142:11:22.080',-,0.011,-,-,-,-,-,-,-
'142:11:22.088',-,0.000,-,-,-,-,-,-,-
'142:11:22.096',-,0.000,-,-,-,-,-,-,-
'142:11:22.104',-,0.011,-,-,-,-,-,-,-
'142:11:22.112',-,0.011,-,-,-,-,-,-,-
