'Elapsed time','I','II','V','MCL1','ABP','CVP'
'172:40:58.464',-,0.104,-,6.046,127.000,-
'172:40:58.472',-,0.072,-,6.046,128.000,-
'172:40:58.480',-,0.040,-,6.046,129.000,-
'172:40:58.488',-,0.008,-,6.046,129.000,-
'172:40:58.496',-,0.000,-,5.943,129.000,-
'172:40:58.504',-,0.000,-,5.851,129.000,-
'172:40:58.512',-,-0.008,-,5.759,128.000,-
'172:40:58.520',-,-0.008,-,5.667,127.000,-
'172:40:58.528',-,-0.024,-,5.609,126.000,-
'172:40:58.536',-,-0.024,-,5.517,123.000,-
'172:40:58.544',-,-0.024,-,5.471,121.000,-
'172:40:58.552',-,-0.024,-,5.379,118.000,-
'172:40:58.560',-,-0.024,-,5.333,116.000,-
'172:40:58.568',-,-0.024,-,5.276,112.000,-
'172:40:58.576',-,-0.024,-,5.230,109.000,-
'172:40:58.584',-,-0.024,-,5.230,105.000,-
'172:40:58.592',-,-0.008,-,5.184,103.000,-
'172:40:58.600',-,0.008,-,5.138,100.000,-
'172:40:58.608',-,0.024,-,5.092,98.000,-
'172:40:58.616',-,0.040,-,5.046,97.000,-
'172:40:58.624',-,0.040,-,5.000,94.000,-
'172:40:58.632',-,0.056,-,5.000,93.000,-
'172:40:58.640',-,0.072,-,4.943,92.000,-
'172:40:58.648',-,0.056,-,4.897,92.000,-
'172:40:58.656',-,0.056,-,4.897,91.000,-
'172:40:58.664',-,0.056,-,4.851,90.000,-
'172:40:58.672',-,0.024,-,4.805,90.000,-
'172:40:58.680',-,0.000,-,4.805,90.000,-
'172:40:58.688',-,-0.024,-,4.759,88.000,-
'172:40:58.696',-,-0.056,-,4.759,88.000,-
'172:40:58.704',-,-0.056,-,4.713,88.000,-
'172:40:58.712',-,-0.056,-,4.713,87.000,-
'172:40:58.720',-,-0.072,-,4.713,87.000,-
'172:40:58.728',-,-0.072,-,4.667,87.000,-
'172:40:58.736',-,-0.072,-,4.667,86.000,-
'172:40:58.744',-,-0.056,-,4.667,86.000,-
'172:40:58.752',-,-0.024,-,4.667,85.000,-
'172:40:58.760',-,0.056,-,4.667,85.000,-
'172:40:58.768',-,0.176,-,4.667,85.000,-
'172:40:58.776',-,0.208,-,4.667,84.000,-
'172:40:58.784',-,0.072,-,4.667,84.000,-
'172:40:58.792',-,-0.120,-,4.667,82.000,-
'172:40:58.800',-,-0.240,-,4.667,82.000,-
'172:40:58.808',-,-0.256,-,4.667,81.000,-
'172:40:58.816',-,-0.208,-,4.609,81.000,-
'172:40:58.824',-,-0.192,-,4.609,80.000,-
'172:40:58.832',-,-0.208,-,4.609,80.000,-
'172:40:58.840',-,-0.224,-,4.563,79.000,-
'172:40:58.848',-,-0.192,-,4.563,79.000,-
'172:40:58.856',-,-0.144,-,4.517,78.000,-
'172:40:58.864',-,-0.088,-,4.517,78.000,-
'172:40:58.872',-,-0.024,-,4.471,76.000,-
'172:40:58.880',-,0.000,-,4.379,76.000,-
'172:40:58.888',-,0.000,-,4.333,76.000,-
'172:40:58.896',-,0.000,-,4.184,75.000,-
'172:40:58.904',-,0.008,-,4.092,75.000,-
'172:40:58.912',-,0.008,-,3.943,75.000,-
'172:40:58.920',-,0.024,-,3.759,74.000,-
'172:40:58.928',-,0.024,-,3.609,74.000,-
'172:40:58.936',-,0.040,-,3.471,74.000,-
'172:40:58.944',-,0.040,-,3.276,75.000,-
'172:40:58.952',-,0.056,-,3.138,76.000,-
'172:40:58.960',-,0.072,-,3.000,80.000,-
'172:40:58.968',-,0.088,-,2.897,84.000,-
'172:40:58.976',-,0.088,-,2.759,88.000,-
'172:40:58.984',-,0.104,-,2.667,93.000,-
'172:40:58.992',-,0.120,-,2.563,99.000,-
'172:40:59.000',-,0.136,-,2.471,104.000,-
'172:40:59.008',-,0.144,-,2.425,109.000,-
'172:40:59.016',-,0.160,-,2.333,114.000,-
'172:40:59.024',-,0.160,-,2.184,117.000,-
'172:40:59.032',-,0.160,-,2.092,122.000,-
'172:40:59.040',-,0.160,-,2.000,126.000,-
'172:40:59.048',-,0.144,-,1.851,128.000,-
'172:40:59.056',-,0.120,-,1.759,130.000,-
'172:40:59.064',-,0.088,-,1.667,132.000,-
'172:40:59.072',-,0.056,-,1.517,133.000,-
'172:40:59.080',-,0.024,-,1.425,134.000,-
'172:40:59.088',-,0.008,-,1.333,134.000,-
'172:40:59.096',-,0.000,-,1.230,134.000,-
'172:40:59.104',-,-0.008,-,1.138,133.000,-
'172:40:59.112',-,-0.024,-,1.046,132.000,-
'172:40:59.120',-,-0.024,-,1.000,130.000,-
'172:40:59.128',-,-0.040,-,0.897,129.000,-
'172:40:59.136',-,-0.040,-,0.851,127.000,-
'172:40:59.144',-,-0.040,-,0.759,124.000,-
'172:40:59.152',-,-0.040,-,0.713,121.000,-
'172:40:59.160',-,-0.024,-,0.667,118.000,-
'172:40:59.168',-,-0.024,-,0.563,115.000,-
'172:40:59.176',-,-0.024,-,0.517,111.000,-
'172:40:59.184',-,-0.024,-,0.471,108.000,-
'172:40:59.192',-,-0.024,-,0.379,104.000,-
'172:40:59.200',-,0.000,-,0.333,102.000,-
'172:40:59.208',-,0.024,-,0.230,99.000,-
'172:40:59.216',-,0.040,-,0.184,97.000,-
'172:40:59.224',-,0.040,-,0.092,96.000,-
'172:40:59.232',-,0.056,-,0.000,93.000,-
'172:40:59.240',-,0.072,-,-0.092,92.000,-
'172:40:59.248',-,0.072,-,-0.184,92.000,-
'172:40:59.256',-,0.056,-,-0.276,91.000,-
'172:40:59.264',-,0.056,-,-0.379,90.000,-
'172:40:59.272',-,0.024,-,-0.471,90.000,-
'172:40:59.280',-,0.000,-,-0.563,90.000,-
'172:40:59.288',-,-0.040,-,-0.667,88.000,-
'172:40:59.296',-,-0.056,-,-0.805,88.000,-
'172:40:59.304',-,-0.072,-,-0.897,88.000,-
'172:40:59.312',-,-0.072,-,-1.000,87.000,-
'172:40:59.320',-,-0.072,-,-1.092,87.000,-
'172:40:59.328',-,-0.072,-,-1.184,86.000,-
'172:40:59.336',-,-0.072,-,-1.276,86.000,-
'172:40:59.344',-,-0.072,-,-1.333,86.000,-
'172:40:59.352',-,-0.040,-,-1.379,85.000,-
'172:40:59.360',-,0.008,-,-1.471,85.000,-
'172:40:59.368',-,0.120,-,-1.517,84.000,-
'172:40:59.376',-,0.176,-,-1.517,84.000,-
'172:40:59.384',-,0.072,-,-1.563,82.000,-
'172:40:59.392',-,-0.136,-,-1.609,81.000,-
'172:40:59.400',-,-0.272,-,-1.667,81.000,-
'172:40:59.408',-,-0.296,-,-1.667,80.000,-
'172:40:59.416',-,-0.256,-,-1.713,80.000,-
'172:40:59.424',-,-0.224,-,-1.759,79.000,-
'172:40:59.432',-,-0.224,-,-1.759,79.000,-
'172:40:59.440',-,-0.240,-,-1.805,78.000,-
'172:40:59.448',-,-0.224,-,-1.851,78.000,-
'172:40:59.456',-,-0.176,-,-1.851,76.000,-
'172:40:59.464',-,-0.104,-,-1.897,76.000,-
'172:40:59.472',-,-0.040,-,-1.943,75.000,-
'172:40:59.480',-,-0.008,-,-1.943,75.000,-
'172:40:59.488',-,0.000,-,-2.000,74.000,-
'172:40:59.496',-,0.000,-,-2.000,74.000,-
'172:40:59.504',-,0.000,-,-2.046,74.000,-
'172:40:59.512',-,0.008,-,-2.092,73.000,-
'172:40:59.520',-,0.008,-,-2.138,73.000,-
'172:40:59.528',-,0.008,-,-2.184,73.000,-
'172:40:59.536',-,0.024,-,-2.230,73.000,-
'172:40:59.544',-,0.040,-,-2.333,73.000,-
'172:40:59.552',-,0.040,-,-2.379,74.000,-
'172:40:59.560',-,0.056,-,-2.425,75.000,-
'172:40:59.568',-,0.072,-,-2.471,79.000,-
'172:40:59.576',-,0.088,-,-2.563,82.000,-
'172:40:59.584',-,0.104,-,-2.609,87.000,-
'172:40:59.592',-,0.120,-,-2.667,92.000,-
'172:40:59.600',-,0.120,-,-2.713,97.000,-
'172:40:59.608',-,0.136,-,-2.759,102.000,-
'172:40:59.616',-,0.144,-,-2.805,106.000,-
'172:40:59.624',-,0.144,-,-2.805,110.000,-
'172:40:59.632',-,0.144,-,-2.851,115.000,-
'172:40:59.640',-,0.144,-,-2.897,118.000,-
'172:40:59.648',-,0.136,-,-2.897,122.000,-
'172:40:59.656',-,0.120,-,-2.943,124.000,-
'172:40:59.664',-,0.088,-,-2.943,127.000,-
'172:40:59.672',-,0.056,-,-2.943,128.000,-
'172:40:59.680',-,0.024,-,-2.943,129.000,-
'172:40:59.688',-,0.008,-,-3.000,129.000,-
'172:40:59.696',-,0.000,-,-3.000,129.000,-
'172:40:59.704',-,-0.008,-,-3.000,129.000,-
'172:40:59.712',-,-0.024,-,-2.943,128.000,-
'172:40:59.720',-,-0.024,-,-2.943,127.000,-
'172:40:59.728',-,-0.024,-,-2.943,126.000,-
'172:40:59.736',-,-0.024,-,-2.943,123.000,-
'172:40:59.744',-,-0.040,-,-2.943,121.000,-
'172:40:59.752',-,-0.040,-,-2.897,118.000,-
'172:40:59.760',-,-0.040,-,-2.897,116.000,-
'172:40:59.768',-,-0.024,-,-2.897,112.000,-
'172:40:59.776',-,-0.024,-,-2.897,109.000,-
'172:40:59.784',-,-0.024,-,-2.897,105.000,-
'172:40:59.792',-,-0.008,-,-2.897,103.000,-
'172:40:59.800',-,0.000,-,-2.897,99.000,-
'172:40:59.808',-,0.008,-,-2.897,97.000,-
'172:40:59.816',-,0.024,-,-2.897,96.000,-
'172:40:59.824',-,0.040,-,-2.943,93.000,-
'172:40:59.832',-,0.056,-,-2.943,92.000,-
'172:40:59.840',-,0.072,-,-2.943,91.000,-
'172:40:59.848',-,0.072,-,-3.000,90.000,-
'172:40:59.856',-,0.056,-,-3.000,90.000,-
'172:40:59.864',-,0.056,-,-3.000,88.000,-
'172:40:59.872',-,0.024,-,-3.046,88.000,-
'172:40:59.880',-,-0.008,-,-3.046,87.000,-
'172:40:59.888',-,-0.040,-,-3.092,87.000,-
'172:40:59.896',-,-0.056,-,-3.138,87.000,-
'172:40:59.904',-,-0.056,-,-3.138,86.000,-
'172:40:59.912',-,-0.056,-,-3.184,86.000,-
'172:40:59.920',-,-0.072,-,-3.230,86.000,-
'172:40:59.928',-,-0.072,-,-3.333,85.000,-
'172:40:59.936',-,-0.072,-,-3.379,85.000,-
'172:40:59.944',-,-0.072,-,-3.425,84.000,-
'172:40:59.952',-,-0.040,-,-3.471,84.000,-
'172:40:59.960',-,0.008,-,-3.517,84.000,-
'172:40:59.968',-,0.120,-,-3.563,82.000,-
'172:40:59.976',-,0.160,-,-3.609,82.000,-
'172:40:59.984',-,0.040,-,-3.667,81.000,-
'172:40:59.992',-,-0.144,-,-3.713,81.000,-
'172:41:00.000',-,-0.280,-,-3.759,80.000,-
'172:41:00.008',-,-0.296,-,-3.805,79.000,-
'172:41:00.016',-,-0.240,-,-3.851,79.000,-
'172:41:00.024',-,-0.208,-,-3.897,78.000,-
'172:41:00.032',-,-0.208,-,-3.897,78.000,-
'172:41:00.040',-,-0.224,-,-3.943,76.000,-
'172:41:00.048',-,-0.208,-,-4.000,76.000,-
'172:41:00.056',-,-0.160,-,-4.000,76.000,-
'172:41:00.064',-,-0.088,-,-4.046,75.000,-
'172:41:00.072',-,-0.024,-,-4.046,75.000,-
'172:41:00.080',-,0.000,-,-4.092,74.000,-
'172:41:00.088',-,0.000,-,-4.092,74.000,-
'172:41:00.096',-,0.000,-,-4.092,74.000,-
'172:41:00.104',-,0.000,-,-4.092,73.000,-
'172:41:00.112',-,0.008,-,-4.138,73.000,-
'172:41:00.120',-,0.008,-,-4.138,73.000,-
'172:41:00.128',-,0.008,-,-4.138,72.000,-
'172:41:00.136',-,0.008,-,-4.184,72.000,-
'172:41:00.144',-,0.024,-,-4.184,72.000,-
'172:41:00.152',-,0.040,-,-4.230,73.000,-
'172:41:00.160',-,0.056,-,-4.230,75.000,-
'172:41:00.168',-,0.072,-,-4.276,79.000,-
'172:41:00.176',-,0.072,-,-4.333,84.000,-
'172:41:00.184',-,0.088,-,-4.379,88.000,-
'172:41:00.192',-,0.104,-,-4.379,93.000,-
'172:41:00.200',-,0.120,-,-4.425,98.000,-
'172:41:00.208',-,0.136,-,-4.425,103.000,-
'172:41:00.216',-,0.136,-,-4.471,109.000,-
'172:41:00.224',-,0.144,-,-4.471,112.000,-
'172:41:00.232',-,0.144,-,-4.471,117.000,-
'172:41:00.240',-,0.136,-,-4.517,121.000,-
'172:41:00.248',-,0.120,-,-4.517,124.000,-
'172:41:00.256',-,0.088,-,-4.517,127.000,-
'172:41:00.264',-,0.072,-,-4.517,128.000,-
'172:41:00.272',-,0.040,-,-4.471,130.000,-
'172:41:00.280',-,0.008,-,-4.471,130.000,-
'172:41:00.288',-,0.000,-,-4.471,132.000,-
'172:41:00.296',-,-0.008,-,-4.425,132.000,-
'172:41:00.304',-,-0.024,-,-4.379,130.000,-
'172:41:00.312',-,-0.040,-,-4.333,129.000,-
'172:41:00.320',-,-0.040,-,-4.276,128.000,-
'172:41:00.328',-,-0.040,-,-4.184,127.000,-
'172:41:00.336',-,-0.040,-,-4.138,124.000,-
'172:41:00.344',-,-0.040,-,-4.046,122.000,-
'172:41:00.352',-,-0.040,-,-3.943,120.000,-
'172:41:00.360',-,-0.040,-,-3.851,116.000,-
'172:41:00.368',-,-0.040,-,-3.759,112.000,-
'172:41:00.376',-,-0.040,-,-3.609,109.000,-
'172:41:00.384',-,-0.040,-,-3.517,105.000,-
'172:41:00.392',-,-0.024,-,-3.425,103.000,-
'172:41:00.400',-,0.000,-,-3.333,100.000,-
'172:41:00.408',-,0.024,-,-3.230,98.000,-
'172:41:00.416',-,0.056,-,-3.138,96.000,-
'172:41:00.424',-,0.104,-,-3.092,94.000,-
'172:41:00.432',-,0.136,-,-3.000,93.000,-
'172:41:00.440',-,0.136,-,-2.943,92.000,-
