'Elapsed time','II','AVR','AVL','V','ABP'
'58:43:40.912',-0.071,-,-,-,54.400
'58:43:40.920',-0.071,-,-,-,54.400
'58:43:40.928',-0.071,-,-,-,54.400
'58:43:40.936',-0.071,-,-,-,54.400
'58:43:40.944',-0.071,-,-,-,54.400
'58:43:40.952',-0.071,-,-,-,53.600
'58:43:40.960',-0.071,-,-,-,53.600
'58:43:40.968',-0.054,-,-,-,53.600
'58:43:40.976',-0.045,-,-,-,53.600
'58:43:40.984',-0.045,-,-,-,53.600
'58:43:40.992',-0.027,-,-,-,52.800
'58:43:41.000',-0.027,-,-,-,52.800
'58:43:41.008',-0.009,-,-,-,52.800
'58:43:41.016',0.000,-,-,-,52.800
'58:43:41.024',-0.027,-,-,-,52.000
'58:43:41.032',-0.009,-,-,-,52.000
'58:43:41.040',-0.027,-,-,-,52.000
'58:43:41.048',-0.045,-,-,-,52.000
'58:43:41.056',-0.045,-,-,-,51.200
'58:43:41.064',-0.045,-,-,-,51.200
'58:43:41.072',-0.045,-,-,-,51.200
'58:43:41.080',-0.027,-,-,-,51.200
'58:43:41.088',-0.071,-,-,-,50.400
'58:43:41.096',-0.161,-,-,-,50.400
'58:43:41.104',-0.196,-,-,-,50.400
'58:43:41.112',-0.027,-,-,-,50.400
'58:43:41.120',0.366,-,-,-,49.600
'58:43:41.128',0.536,-,-,-,49.600
'58:43:41.136',0.491,-,-,-,49.600
'58:43:41.144',0.330,-,-,-,49.600
'58:43:41.152',0.152,-,-,-,48.800
'58:43:41.160',0.045,-,-,-,48.800
'58:43:41.168',0.009,-,-,-,48.800
'58:43:41.176',-0.009,-,-,-,48.000
'58:43:41.184',-0.027,-,-,-,48.000
'58:43:41.192',-0.027,-,-,-,48.000
'58:43:41.200',-0.027,-,-,-,48.000
'58:43:41.208',-0.027,-,-,-,47.200
'58:43:41.216',-0.027,-,-,-,47.200
'58:43:41.224',-0.027,-,-,-,47.200
'58:43:41.232',-0.009,-,-,-,47.200
'58:43:41.240',-0.009,-,-,-,48.000
'58:43:41.248',0.000,-,-,-,49.600
'58:43:41.256',0.000,-,-,-,52.000
'58:43:41.264',0.000,-,-,-,56.000
'58:43:41.272',0.000,-,-,-,60.800
'58:43:41.280',0.009,-,-,-,66.400
'58:43:41.288',0.009,-,-,-,72.000
'58:43:41.296',0.027,-,-,-,76.800
'58:43:41.304',0.027,-,-,-,81.600
'58:43:41.312',0.054,-,-,-,86.400
'58:43:41.320',0.054,-,-,-,90.400
'58:43:41.328',0.071,-,-,-,93.600
'58:43:41.336',0.071,-,-,-,96.000
'58:43:41.344',0.071,-,-,-,98.400
'58:43:41.352',0.071,-,-,-,99.200
'58:43:41.360',0.071,-,-,-,100.000
'58:43:41.368',0.054,-,-,-,100.800
'58:43:41.376',0.054,-,-,-,100.000
'58:43:41.384',0.045,-,-,-,99.200
'58:43:41.392',0.027,-,-,-,98.400
'58:43:41.400',0.027,-,-,-,97.600
'58:43:41.408',0.009,-,-,-,96.000
'58:43:41.416',0.009,-,-,-,94.400
'58:43:41.424',0.000,-,-,-,92.800
'58:43:41.432',0.000,-,-,-,91.200
'58:43:41.440',0.000,-,-,-,88.800
'58:43:41.448',0.000,-,-,-,87.200
